ID,Sample_ID,Sample_Type_Code,Project,dataset,Date,Location_Type,latitude,longitude,Contact,num_orig_dists,Measured_Distributions,Grainsize,Mean,Median,Wentworth,Kurtosis,Kurtosis_Class,Skewness,Skewness_Class,Std,Sorting,d5,d10,d16,d25,d30,d50,d65,d75,d84,d90,d95,Notes
70823,ID: [AE708] ACAD87-1_ID3-1;SampleID: [AE708] ACAD87-1_ID3-1;GrabID: [AE708] ACAD87-1_ID3-1,1,,BOEM,5/1/1987,,29.04167,-90.66184,ContactID: nan;ContactName: JWILLIAMS,1,d50,,0.160434592,,FineSand,0.018582964,VeryPlatykurtic,0.000455658,Symmetrical,0.773786792,VeryWellSorted,,,,,,0.168410691,,,,,,Equipment: HAND SAMPLE;Comments_1: nan;Comments_2: nan;Sediment Description: nan;AnalysisDate: 7/15/1987 0:00:00;AnalysisDate: 7/15/1987 0:00:00;TopInterval: nan;BottomInterval: nan;SandUnitThickness: nan;PctGravel: nan;PctSand: 99.5;PctClay: 0.2;PctSilt: 0.40000001;PctFines: 0.60000001;PctPanFraction: nan;PctCarbonate: nan;PctCarbonateSand: nan;PctShellFragments: nan;PctHeavyMinerals: nan;PctOrganics: nan;CarbonateDissolved: nan;HeavyMineralsDissolved: nan;OrganicsRemoved: nan;ShellFragmentsRemoved: nan;Sphericity: nan;SpherDesc: nan;Roundness: nan;RoundDesc: nan;Porosity: nan;OilPresent: nan
70695,ID: [AE704] ACAD87-1_ID1-1;SampleID: [AE704] ACAD87-1_ID1-1;GrabID: [AE704] ACAD87-1_ID1-1,1,,BOEM,5/1/1987,,29.04167,-90.63467,ContactID: nan;ContactName: JWILLIAMS,1,d50,,0.159326413,,FineSand,6.99E-23,VeryPlatykurtic,0.002960757,Symmetrical,0.73204779,VeryWellSorted,,,,,,0.168410691,,,,,,Equipment: HAND SAMPLE;Comments_1: nan;Comments_2: nan;Sediment Description: nan;AnalysisDate: 7/15/1987 0:00:00;AnalysisDate: 7/15/1987 0:00:00;TopInterval: nan;BottomInterval: nan;SandUnitThickness: nan;PctGravel: nan;PctSand: 99.30000305;PctClay: 0.30000001;PctSilt: 0.5;PctFines: 0.80000001;PctPanFraction: nan;PctCarbonate: nan;PctCarbonateSand: nan;PctShellFragments: nan;PctHeavyMinerals: nan;PctOrganics: nan;CarbonateDissolved: nan;HeavyMineralsDissolved: nan;OrganicsRemoved: nan;ShellFragmentsRemoved: nan;Sphericity: nan;SpherDesc: nan;Roundness: nan;RoundDesc: nan;Porosity: nan;OilPresent: nan
70677,ID: [AE710] ACAD87-1_ID4-1;SampleID: [AE710] ACAD87-1_ID4-1;GrabID: [AE710] ACAD87-1_ID4-1,1,,BOEM,5/1/1987,,29.04167,-90.66618,ContactID: nan;ContactName: JWILLIAMS,1,d50,,0.164944923,,FineSand,126926433.5,ExtremelyLeptokurtic,0.007977491,Symmetrical,0.757862831,VeryWellSorted,,,,,,0.170761565,,,,,,Equipment: HAND SAMPLE;Comments_1: nan;Comments_2: nan;Sediment Description: nan;AnalysisDate: 7/15/1987 0:00:00;AnalysisDate: 7/15/1987 0:00:00;TopInterval: nan;BottomInterval: nan;SandUnitThickness: nan;PctGravel: nan;PctSand: 99.5;PctClay: 0.1;PctSilt: 0.30000001;PctFines: 0.40000001;PctPanFraction: nan;PctCarbonate: nan;PctCarbonateSand: nan;PctShellFragments: nan;PctHeavyMinerals: nan;PctOrganics: nan;CarbonateDissolved: nan;HeavyMineralsDissolved: nan;OrganicsRemoved: nan;ShellFragmentsRemoved: nan;Sphericity: nan;SpherDesc: nan;Roundness: nan;RoundDesc: nan;Porosity: nan;OilPresent: nan
70971,ID: [AE716] ACAD87-1_ID7-1;SampleID: [AE716] ACAD87-1_ID7-1;GrabID: [AE716] ACAD87-1_ID7-1,1,,BOEM,5/1/1987,,29.04167,-90.76451,ContactID: nan;ContactName: JWILLIAMS,1,d50,,0.168410691,,FineSand,0.000653389,VeryPlatykurtic,0.030609194,Symmetrical,0.716982787,VeryWellSorted,,,,,,0.173145256,,,,,,Equipment: HAND SAMPLE;Comments_1: nan;Comments_2: nan;Sediment Description: nan;AnalysisDate: 7/15/1987 0:00:00;AnalysisDate: 7/15/1987 0:00:00;TopInterval: nan;BottomInterval: nan;SandUnitThickness: nan;PctGravel: nan;PctSand: 99.19999695000001;PctClay: 0.2;PctSilt: 0.60000002;PctFines: 0.80000002;PctPanFraction: nan;PctCarbonate: nan;PctCarbonateSand: nan;PctShellFragments: nan;PctHeavyMinerals: nan;PctOrganics: nan;CarbonateDissolved: nan;HeavyMineralsDissolved: nan;OrganicsRemoved: nan;ShellFragmentsRemoved: nan;Sphericity: nan;SpherDesc: nan;Roundness: nan;RoundDesc: nan;Porosity: nan;OilPresent: nan
70969,ID: [AE717] ACAD87-1_ID7-2;SampleID: [AE717] ACAD87-1_ID7-2;GrabID: [AE717] ACAD87-1_ID7-2,1,,BOEM,5/1/1987,,29.04167,-90.76451,ContactID: nan;ContactName: JWILLIAMS,1,d50,,0.17434955,,FineSand,4.20E+15,ExtremelyLeptokurtic,0.004364916,Symmetrical,0.768441972,VeryWellSorted,,,,,,0.175562221,,,,,,Equipment: HAND SAMPLE;Comments_1: nan;Comments_2: nan;Sediment Description: nan;AnalysisDate: 7/15/1987 0:00:00;AnalysisDate: 7/15/1987 0:00:00;TopInterval: nan;BottomInterval: nan;SandUnitThickness: nan;PctGravel: nan;PctSand: 99.59999847;PctClay: 0.1;PctSilt: 0.30000001;PctFines: 0.40000001;PctPanFraction: nan;PctCarbonate: nan;PctCarbonateSand: nan;PctShellFragments: nan;PctHeavyMinerals: nan;PctOrganics: nan;CarbonateDissolved: nan;HeavyMineralsDissolved: nan;OrganicsRemoved: nan;ShellFragmentsRemoved: nan;Sphericity: nan;SpherDesc: nan;Roundness: nan;RoundDesc: nan;Porosity: nan;OilPresent: nan
70834,ID: [AE712] ACAD87-1_ID5-1;SampleID: [AE712] ACAD87-1_ID5-1;GrabID: [AE712] ACAD87-1_ID5-1,1,,BOEM,5/1/1987,,29.04167,-90.67333,ContactID: nan;ContactName: JWILLIAMS,1,d50,,0.151780554,,FineSand,5.21E-11,VeryPlatykurtic,0.100138723,CoarseSkewed,0.646182523,VeryWellSorted,,,,,,0.161550478,,,,,,Equipment: HAND SAMPLE;Comments_1: nan;Comments_2: nan;Sediment Description: nan;AnalysisDate: 7/15/1987 0:00:00;AnalysisDate: 7/15/1987 0:00:00;TopInterval: nan;BottomInterval: nan;SandUnitThickness: nan;PctGravel: nan;PctSand: 98.69999695000001;PctClay: 0.40000001;PctSilt: 0.89999998;PctFines: 1.29999999;PctPanFraction: nan;PctCarbonate: nan;PctCarbonateSand: nan;PctShellFragments: nan;PctHeavyMinerals: nan;PctOrganics: nan;CarbonateDissolved: nan;HeavyMineralsDissolved: nan;OrganicsRemoved: nan;ShellFragmentsRemoved: nan;Sphericity: nan;SpherDesc: nan;Roundness: nan;RoundDesc: nan;Porosity: nan;OilPresent: nan
70633,ID: [AE713] ACAD87-1_ID5-2;SampleID: [AE713] ACAD87-1_ID5-2;GrabID: [AE713] ACAD87-1_ID5-2,1,,BOEM,5/1/1987,,29.04167,-90.67333,ContactID: nan;ContactName: JWILLIAMS,1,d50,,0.135847728,,FineSand,4.90E-12,VeryPlatykurtic,0.119085235,CoarseSkewed,0.664348788,VeryWellSorted,,,,,,0.146610462,,,,,,Equipment: HAND SAMPLE;Comments_1: nan;Comments_2: nan;Sediment Description: nan;AnalysisDate: 7/15/1987 0:00:00;AnalysisDate: 7/15/1987 0:00:00;TopInterval: nan;BottomInterval: nan;SandUnitThickness: nan;PctGravel: nan;PctSand: 99.0;PctClay: 0.30000001;PctSilt: 0.69999999;PctFines: 1.0;PctPanFraction: nan;PctCarbonate: nan;PctCarbonateSand: nan;PctShellFragments: nan;PctHeavyMinerals: nan;PctOrganics: nan;CarbonateDissolved: nan;HeavyMineralsDissolved: nan;OrganicsRemoved: nan;ShellFragmentsRemoved: nan;Sphericity: nan;SpherDesc: nan;Roundness: nan;RoundDesc: nan;Porosity: nan;OilPresent: nan
70700,ID: [AE705] ACAD87-1_ID1-2;SampleID: [AE705] ACAD87-1_ID1-2;GrabID: [AE705] ACAD87-1_ID1-2,1,,BOEM,5/1/1987,,29.04167,-90.63467,ContactID: nan;ContactName: JWILLIAMS,1,d50,,0.139666843,,FineSand,5.75E-12,VeryPlatykurtic,0.087782427,Symmetrical,0.687776481,VeryWellSorted,,,,,,0.150732152,,,,,,Equipment: HAND SAMPLE;Comments_1: nan;Comments_2: nan;Sediment Description: nan;AnalysisDate: 7/15/1987 0:00:00;AnalysisDate: 7/15/1987 0:00:00;TopInterval: nan;BottomInterval: nan;SandUnitThickness: nan;PctGravel: nan;PctSand: 99.30000305;PctClay: 0.2;PctSilt: 0.40000001;PctFines: 0.60000001;PctPanFraction: nan;PctCarbonate: nan;PctCarbonateSand: nan;PctShellFragments: nan;PctHeavyMinerals: nan;PctOrganics: nan;CarbonateDissolved: nan;HeavyMineralsDissolved: nan;OrganicsRemoved: nan;ShellFragmentsRemoved: nan;Sphericity: nan;SpherDesc: nan;Roundness: nan;RoundDesc: nan;Porosity: nan;OilPresent: nan
70690,ID: [AE709] ACAD87-1_ID3-2;SampleID: [AE709] ACAD87-1_ID3-2;GrabID: [AE709] ACAD87-1_ID3-2,1,,BOEM,5/1/1987,,29.04167,-90.66184,ContactID: nan;ContactName: JWILLIAMS,1,d50,,0.154969717,,FineSand,0.001712357,VeryPlatykurtic,0.018582964,Symmetrical,0.737139475,VeryWellSorted,,,,,,0.16380559,,,,,,Equipment: HAND SAMPLE;Comments_1: nan;Comments_2: nan;Sediment Description: nan;AnalysisDate: 7/15/1987 0:00:00;AnalysisDate: 7/15/1987 0:00:00;TopInterval: nan;BottomInterval: nan;SandUnitThickness: nan;PctGravel: nan;PctSand: 99.40000153;PctClay: 0.2;PctSilt: 0.5;PctFines: 0.7;PctPanFraction: nan;PctCarbonate: nan;PctCarbonateSand: nan;PctShellFragments: nan;PctHeavyMinerals: nan;PctOrganics: nan;CarbonateDissolved: nan;HeavyMineralsDissolved: nan;OrganicsRemoved: nan;ShellFragmentsRemoved: nan;Sphericity: nan;SpherDesc: nan;Roundness: nan;RoundDesc: nan;Porosity: nan;OilPresent: nan
71497,ID: [AE687] ACAD87-1_TS1-2;SampleID: [AE687] ACAD87-1_TS1-2;GrabID: [AE687] ACAD87-1_TS1-2,1,,BOEM,5/1/1987,,29.04445,-90.74618,ContactID: nan;ContactName: JWILLIAMS,1,d50,,0.10958096,,VeryFineSand,0.001068804,VeryPlatykurtic,0.392299995,VeryCoarseSkewed,0.456923472,VeryWellSorted,,,,,,0.129413843,,,,,,Equipment: HAND SAMPLE;Comments_1: nan;Comments_2: nan;Sediment Description: nan;AnalysisDate: 7/15/1987 0:00:00;AnalysisDate: 7/15/1987 0:00:00;TopInterval: nan;BottomInterval: nan;SandUnitThickness: nan;PctGravel: nan;PctSand: 89.59999847;PctClay: 1.20000005;PctSilt: 9.19999981;PctFines: 10.39999986;PctPanFraction: nan;PctCarbonate: nan;PctCarbonateSand: nan;PctShellFragments: nan;PctHeavyMinerals: nan;PctOrganics: nan;CarbonateDissolved: nan;HeavyMineralsDissolved: nan;OrganicsRemoved: nan;ShellFragmentsRemoved: nan;Sphericity: nan;SpherDesc: nan;Roundness: nan;RoundDesc: nan;Porosity: nan;OilPresent: nan
71487,ID: [AE728] ACAD87-1_OS-11;SampleID: [AE728] ACAD87-1_OS-11;GrabID: [AE728] ACAD87-1_OS-11,1,,BOEM,5/1/1987,,29.04445,-90.74618,ContactID: nan;ContactName: JWILLIAMS,1,d50,,0.082473699,,VeryFineSand,0.000272824,VeryPlatykurtic,0.248280611,CoarseSkewed,0.489717717,VeryWellSorted,,,,,,0.090878,,,,,,Equipment: HAND SAMPLE;Comments_1: nan;Comments_2: nan;Sediment Description: nan;AnalysisDate: 7/23/1987 0:00:00;AnalysisDate: 7/23/1987 0:00:00;TopInterval: nan;BottomInterval: nan;SandUnitThickness: nan;PctGravel: nan;PctSand: 89.5;PctClay: 1.60000002;PctSilt: 8.80000019;PctFines: 10.40000021;PctPanFraction: nan;PctCarbonate: nan;PctCarbonateSand: nan;PctShellFragments: nan;PctHeavyMinerals: nan;PctOrganics: nan;CarbonateDissolved: nan;HeavyMineralsDissolved: nan;OrganicsRemoved: nan;ShellFragmentsRemoved: nan;Sphericity: nan;SpherDesc: nan;Roundness: nan;RoundDesc: nan;Porosity: nan;OilPresent: nan
71471,ID: [AE695] ACAD87-1_TS5-2;SampleID: [AE695] ACAD87-1_TS5-2;GrabID: [AE695] ACAD87-1_TS5-2,1,,BOEM,5/1/1987,,29.04445,-90.74618,ContactID: nan;ContactName: JWILLIAMS,1,d50,,0.159326413,,FineSand,0.111110619,VeryPlatykurtic,0.004581921,Symmetrical,0.747429334,VeryWellSorted,,,,,,0.168410691,,,,,,Equipment: HAND SAMPLE;Comments_1: nan;Comments_2: nan;Sediment Description: nan;AnalysisDate: 7/15/1987 0:00:00;AnalysisDate: 7/15/1987 0:00:00;TopInterval: nan;BottomInterval: nan;SandUnitThickness: nan;PctGravel: nan;PctSand: 98.69999695000001;PctClay: 0.2;PctSilt: 1.20000005;PctFines: 1.40000005;PctPanFraction: nan;PctCarbonate: nan;PctCarbonateSand: nan;PctShellFragments: nan;PctHeavyMinerals: nan;PctOrganics: nan;CarbonateDissolved: nan;HeavyMineralsDissolved: nan;OrganicsRemoved: nan;ShellFragmentsRemoved: nan;Sphericity: nan;SpherDesc: nan;Roundness: nan;RoundDesc: nan;Porosity: nan;OilPresent: nan
71470,ID: [AE700] ACAD87-1_TS8;SampleID: [AE700] ACAD87-1_TS8;GrabID: [AE700] ACAD87-1_TS8,1,,BOEM,5/1/1987,,29.04445,-90.74618,ContactID: nan;ContactName: JWILLIAMS,1,d50,,0.169582054,,FineSand,3276062643,ExtremelyLeptokurtic,0.018200541,Symmetrical,0.747429334,VeryWellSorted,,,,,,0.173145256,,,,,,Equipment: HAND SAMPLE;Comments_1: nan;Comments_2: nan;Sediment Description: nan;AnalysisDate: 7/15/1987 0:00:00;AnalysisDate: 7/15/1987 0:00:00;TopInterval: nan;BottomInterval: nan;SandUnitThickness: nan;PctGravel: nan;PctSand: 99.40000153;PctClay: 0.1;PctSilt: 0.5;PctFines: 0.6;PctPanFraction: nan;PctCarbonate: nan;PctCarbonateSand: nan;PctShellFragments: nan;PctHeavyMinerals: nan;PctOrganics: nan;CarbonateDissolved: nan;HeavyMineralsDissolved: nan;OrganicsRemoved: nan;ShellFragmentsRemoved: nan;Sphericity: nan;SpherDesc: nan;Roundness: nan;RoundDesc: nan;Porosity: nan;OilPresent: nan
71477,ID: [AE691] ACAD87-1_TS3-2;SampleID: [AE691] ACAD87-1_TS3-2;GrabID: [AE691] ACAD87-1_TS3-2,1,,BOEM,5/1/1987,,29.04445,-90.74618,ContactID: nan;ContactName: JWILLIAMS,1,d50,,0.156047593,,FineSand,6.47E+18,ExtremelyLeptokurtic,0.003799892,Symmetrical,0.768441972,VeryWellSorted,,,,,,0.164944923,,,,,,Equipment: HAND SAMPLE;Comments_1: nan;Comments_2: nan;Sediment Description: nan;AnalysisDate: 7/15/1987 0:00:00;AnalysisDate: 7/15/1987 0:00:00;TopInterval: nan;BottomInterval: nan;SandUnitThickness: nan;PctGravel: nan;PctSand: 99.30000305;PctClay: 0.1;PctSilt: 0.69999999;PctFines: 0.79999999;PctPanFraction: nan;PctCarbonate: nan;PctCarbonateSand: nan;PctShellFragments: nan;PctHeavyMinerals: nan;PctOrganics: nan;CarbonateDissolved: nan;HeavyMineralsDissolved: nan;OrganicsRemoved: nan;ShellFragmentsRemoved: nan;Sphericity: nan;SpherDesc: nan;Roundness: nan;RoundDesc: nan;Porosity: nan;OilPresent: nan
71644,ID: [AE693] ACAD87-1_TS4;SampleID: [AE693] ACAD87-1_TS4;GrabID: [AE693] ACAD87-1_TS4,1,,BOEM,5/1/1987,,29.04445,-90.74618,ContactID: nan;ContactName: JWILLIAMS,1,d50,,0.16380559,,FineSand,2.16E+43,ExtremelyLeptokurtic,4.86E-06,Symmetrical,0.812256052,VeryWellSorted,,,,,,0.170761565,,,,,,Equipment: HAND SAMPLE;Comments_1: nan;Comments_2: nan;Sediment Description: nan;AnalysisDate: 7/15/1987 0:00:00;AnalysisDate: 7/15/1987 0:00:00;TopInterval: nan;BottomInterval: nan;SandUnitThickness: nan;PctGravel: nan;PctSand: 99.40000153;PctClay: 0.1;PctSilt: 0.5;PctFines: 0.6;PctPanFraction: nan;PctCarbonate: nan;PctCarbonateSand: nan;PctShellFragments: nan;PctHeavyMinerals: nan;PctOrganics: nan;CarbonateDissolved: nan;HeavyMineralsDissolved: nan;OrganicsRemoved: nan;ShellFragmentsRemoved: nan;Sphericity: nan;SpherDesc: nan;Roundness: nan;RoundDesc: nan;Porosity: nan;OilPresent: nan
71486,ID: [AE718] ACAD87-1_OS-1;SampleID: [AE718] ACAD87-1_OS-1;GrabID: [AE718] ACAD87-1_OS-1,1,,BOEM,5/1/1987,,29.04445,-90.74618,ContactID: nan;ContactName: JWILLIAMS,1,d50,,0.127632203,,FineSand,2.06E-10,VeryPlatykurtic,0.189471393,CoarseSkewed,0.637286529,VeryWellSorted,,,,,,0.13774405,,,,,,Equipment: HAND SAMPLE;Comments_1: nan;Comments_2: nan;Sediment Description: nan;AnalysisDate: 7/23/1987 0:00:00;AnalysisDate: 7/23/1987 0:00:00;TopInterval: nan;BottomInterval: nan;SandUnitThickness: nan;PctGravel: nan;PctSand: 97.0;PctClay: 0.30000001;PctSilt: 2.70000005;PctFines: 3.00000006;PctPanFraction: nan;PctCarbonate: nan;PctCarbonateSand: nan;PctShellFragments: nan;PctHeavyMinerals: nan;PctOrganics: nan;CarbonateDissolved: nan;HeavyMineralsDissolved: nan;OrganicsRemoved: nan;ShellFragmentsRemoved: nan;Sphericity: nan;SpherDesc: nan;Roundness: nan;RoundDesc: nan;Porosity: nan;OilPresent: nan
71472,ID: [AE701] ACAD87-1_TS9-1;SampleID: [AE701] ACAD87-1_TS9-1;GrabID: [AE701] ACAD87-1_TS9-1,1,,BOEM,5/1/1987,,29.04445,-90.74618,ContactID: nan;ContactName: JWILLIAMS,1,d50,,0.167247418,,FineSand,2.17E+50,ExtremelyLeptokurtic,0.019642505,Symmetrical,0.779168788,VeryWellSorted,,,,,,0.170761565,,,,,,Equipment: HAND SAMPLE;Comments_1: nan;Comments_2: nan;Sediment Description: nan;AnalysisDate: 7/15/1987 0:00:00;AnalysisDate: 7/15/1987 0:00:00;TopInterval: nan;BottomInterval: nan;SandUnitThickness: nan;PctGravel: nan;PctSand: 99.69999695000001;PctClay: 0.0;PctSilt: 0.30000001;PctFines: 0.30000001;PctPanFraction: nan;PctCarbonate: nan;PctCarbonateSand: nan;PctShellFragments: nan;PctHeavyMinerals: nan;PctOrganics: nan;CarbonateDissolved: nan;HeavyMineralsDissolved: nan;OrganicsRemoved: nan;ShellFragmentsRemoved: nan;Sphericity: nan;SpherDesc: nan;Roundness: nan;RoundDesc: nan;Porosity: nan;OilPresent: nan
