,hs_max,hs_mean,dir,tp,latitude_left,latitude_left,longitude_left,longitude_left,quality_flag_left,quality_flag_right,d50,width_ci_average,beach_slope_average,beach_slope_median,sl_points_average,mstr,prc_mstr_obs,min_tide_obs,max_tide_obs,site_id,beach_slope,lower_conf_bound,upper_conf_bound,width_ci,sl_points,trend,distance,latitude,longitude
1,0.5155406670764764,0.42436032268743806,93.52148094965868,5.777091633571591,25.80536,25.758802272501153,-80.12286,-80.13672553888198,Medium,Low,0.809927931657867,0.02955,0.10392857142857144,0.1,517.0,0.9670698642730713,99.20042753359988,-0.4461395795750516,0.5131978603324392,usa_FL_0003,0.145,0.1143,0.2,0.0857,495.0,0.5935688091733143,0.0009321922299567667,25.74560523606769,-80.13475964862356
1,0.5155406670764764,0.42436032268743806,93.52148094965868,5.777091633571591,25.80536,25.758802272501153,-80.12286,-80.13672553888198,Medium,Low,0.809927931657867,0.02955,0.10392857142857144,0.1,517.0,0.9670698642730713,99.20042753359988,-0.4461395795750516,0.5131978603324392,usa_FL_0003,0.17,0.1258,0.2,0.0742,523.0,0.5851785442970411,0.000723706314398118,25.74582562445118,-80.13467401226904
1,0.5155406670764764,0.42436032268743806,93.52148094965868,5.777091633571591,25.80536,25.758802272501153,-80.12286,-80.13672553888198,Medium,Low,0.809927931657867,0.02955,0.10392857142857144,0.1,517.0,0.9670698642730713,99.20042753359988,-0.4461395795750516,0.5131978603324392,usa_FL_0003,0.175,0.1376,0.2,0.0624,531.0,0.49413686988689903,0.0007333020651647502,25.74602872695553,-80.13461626851428
1,0.5155406670764764,0.42436032268743806,93.52148094965868,5.777091633571591,25.80536,25.758802272501153,-80.12286,-80.13672553888198,Medium,Low,0.809927931657867,0.02955,0.10392857142857144,0.1,517.0,0.9670698642730713,99.20042753359988,-0.4461395795750516,0.5131978603324392,usa_FL_0003,0.125,0.1048,0.1557,0.0509,526.0,0.45795907869470637,0.001153047080083475,25.7463145774396,-80.13449035522092
1,0.5155406670764764,0.42436032268743806,93.52148094965868,5.777091633571591,25.80536,25.99660825634776,-80.12286,-80.11589546411358,Low,Medium,0.809927931657867,0.0664,0.1356779661016949,0.13,390.0,1.0118962526321411,97.53874875178998,-0.4597144966250493,0.5272764468585929,usa_FL_0005,0.09,0.0717,0.1129,0.0412,381.0,1.1640928641797557,0.001295114627135229,25.864332909678133,-80.12428910502618
1,0.5155406670764764,0.42436032268743806,93.52148094965868,5.777091633571591,25.80536,25.99660825634776,-80.12286,-80.11589546411358,Low,Medium,0.809927931657867,0.0664,0.1356779661016949,0.13,390.0,1.0118962526321411,97.53874875178998,-0.4597144966250493,0.5272764468585929,usa_FL_0005,0.08,0.0675,0.0986,0.0311,361.0,1.1946187523084204,0.0009102270002871145,25.86455913608249,-80.12428708865349
1,0.5155406670764764,0.42436032268743806,93.52148094965868,5.777091633571591,25.80536,25.99660825634776,-80.12286,-80.11589546411358,Low,Medium,0.809927931657867,0.0664,0.1356779661016949,0.13,390.0,1.0118962526321411,97.53874875178998,-0.4597144966250493,0.5272764468585929,usa_FL_0005,0.075,0.0633,0.092,0.0287,348.0,1.2183967454813518,0.0006453677689679041,25.86478458052494,-80.12427357904656
1,0.5155406670764764,0.42436032268743806,93.52148094965868,5.777091633571591,25.80536,25.99660825634776,-80.12286,-80.11589546411358,Low,High,0.809927931657867,0.0664,0.1356779661016949,0.13,390.0,1.0118962526321411,97.53874875178998,-0.4597144966250493,0.5272764468585929,usa_FL_0005,0.065,0.0565,0.0804,0.0239,370.0,1.2263881125102563,0.0006449491184093919,25.865009928893386,-80.12425865706042
1,0.5155406670764764,0.42436032268743806,93.52148094965868,5.777091633571591,25.80536,25.99660825634776,-80.12286,-80.11589546411358,Low,Medium,0.809927931657867,0.0664,0.1356779661016949,0.13,390.0,1.0118962526321411,97.53874875178998,-0.4597144966250493,0.5272764468585929,usa_FL_0005,0.075,0.0637,0.0939,0.0302,383.0,1.2107680584201177,0.0009043035407815378,25.865235437777024,-80.12424609757107
1,0.5155406670764764,0.42436032268743806,93.52148094965868,5.777091633571591,25.80536,25.99660825634776,-80.12286,-80.11589546411358,Low,Medium,0.809927931657867,0.0664,0.1356779661016949,0.13,390.0,1.0118962526321411,97.53874875178998,-0.4597144966250493,0.5272764468585929,usa_FL_0005,0.08,0.0694,0.101,0.0316,390.0,1.213774448043752,0.0012738837899795654,25.865461087119773,-80.1242356013661
2,0.43609945863886135,0.3626989273570316,83.69691489332388,6.142300943229996,25.80536,25.758802272501153,-80.12286,-80.13672553888198,Medium,Low,0.809927931657867,0.02955,0.10392857142857144,0.1,517.0,0.9670698642730713,99.20042753359988,-0.4461395795750516,0.5131978603324392,usa_FL_0003,0.145,0.1131,0.2,0.0869,507.0,0.5656185561499694,0.0012606864347470932,25.778745225099282,-80.13479925488996
2,0.43609945863886135,0.3626989273570316,83.69691489332388,6.142300943229996,25.80536,25.758802272501153,-80.12286,-80.13672553888198,Medium,Low,0.809927931657867,0.02955,0.10392857142857144,0.1,517.0,0.9670698642730713,99.20042753359988,-0.4461395795750516,0.5131978603324392,usa_FL_0003,0.145,0.1143,0.2,0.0857,495.0,0.5935688091733143,0.0009321922299567667,25.778939011067692,-80.13475964862356
2,0.43609945863886135,0.3626989273570316,83.69691489332388,6.142300943229996,25.80536,25.758802272501153,-80.12286,-80.13672553888198,Medium,Low,0.809927931657867,0.02955,0.10392857142857144,0.1,517.0,0.9670698642730713,99.20042753359988,-0.4461395795750516,0.5131978603324392,usa_FL_0003,0.17,0.1258,0.2,0.0742,523.0,0.5851785442970411,0.000723706314398118,25.779159399451178,-80.13467401226904
2,0.43609945863886135,0.3626989273570316,83.69691489332388,6.142300943229996,25.80536,25.758802272501153,-80.12286,-80.13672553888198,Medium,Low,0.809927931657867,0.02955,0.10392857142857144,0.1,517.0,0.9670698642730713,99.20042753359988,-0.4461395795750516,0.5131978603324392,usa_FL_0003,0.175,0.1376,0.2,0.0624,531.0,0.49413686988689903,0.0007333020651647502,25.779362501955532,-80.13461626851428
2,0.43609945863886135,0.3626989273570316,83.69691489332388,6.142300943229996,25.80536,25.758802272501153,-80.12286,-80.13672553888198,Medium,Low,0.809927931657867,0.02955,0.10392857142857144,0.1,517.0,0.9670698642730713,99.20042753359988,-0.4461395795750516,0.5131978603324392,usa_FL_0003,0.125,0.1048,0.1557,0.0509,526.0,0.45795907869470637,0.001153047080083475,25.779648352439597,-80.13449035522092
2,0.43609945863886135,0.3626989273570316,83.69691489332388,6.142300943229996,25.80536,25.99660825634776,-80.12286,-80.11589546411358,Low,Medium,0.809927931657867,0.0664,0.1356779661016949,0.13,390.0,1.0118962526321411,97.53874875178998,-0.4597144966250493,0.5272764468585929,usa_FL_0005,0.09,0.0717,0.1129,0.0412,381.0,1.1640928641797557,0.001295114627135229,25.897666684678132,-80.12428910502618
2,0.43609945863886135,0.3626989273570316,83.69691489332388,6.142300943229996,25.80536,25.99660825634776,-80.12286,-80.11589546411358,Low,Medium,0.809927931657867,0.0664,0.1356779661016949,0.13,390.0,1.0118962526321411,97.53874875178998,-0.4597144966250493,0.5272764468585929,usa_FL_0005,0.08,0.0675,0.0986,0.0311,361.0,1.1946187523084204,0.0009102270002871145,25.897892911082494,-80.12428708865349
2,0.43609945863886135,0.3626989273570316,83.69691489332388,6.142300943229996,25.80536,25.99660825634776,-80.12286,-80.11589546411358,Low,Medium,0.809927931657867,0.0664,0.1356779661016949,0.13,390.0,1.0118962526321411,97.53874875178998,-0.4597144966250493,0.5272764468585929,usa_FL_0005,0.075,0.0633,0.092,0.0287,348.0,1.2183967454813518,0.0006453677689679041,25.898118355524943,-80.12427357904656
2,0.43609945863886135,0.3626989273570316,83.69691489332388,6.142300943229996,25.80536,25.99660825634776,-80.12286,-80.11589546411358,Low,High,0.809927931657867,0.0664,0.1356779661016949,0.13,390.0,1.0118962526321411,97.53874875178998,-0.4597144966250493,0.5272764468585929,usa_FL_0005,0.065,0.0565,0.0804,0.0239,370.0,1.2263881125102563,0.0006449491184093919,25.898343703893385,-80.12425865706042
2,0.43609945863886135,0.3626989273570316,83.69691489332388,6.142300943229996,25.80536,25.99660825634776,-80.12286,-80.11589546411358,Low,Medium,0.809927931657867,0.0664,0.1356779661016949,0.13,390.0,1.0118962526321411,97.53874875178998,-0.4597144966250493,0.5272764468585929,usa_FL_0005,0.075,0.0637,0.0939,0.0302,383.0,1.2107680584201177,0.0009043035407815378,25.898569212777023,-80.12424609757107
2,0.43609945863886135,0.3626989273570316,83.69691489332388,6.142300943229996,25.80536,25.99660825634776,-80.12286,-80.11589546411358,Low,Medium,0.809927931657867,0.0664,0.1356779661016949,0.13,390.0,1.0118962526321411,97.53874875178998,-0.4597144966250493,0.5272764468585929,usa_FL_0005,0.08,0.0694,0.101,0.0316,390.0,1.213774448043752,0.0012738837899795654,25.89879486211977,-80.1242356013661
3,0.40466194078657414,0.3337394803281405,84.70841024224472,5.996292719901714,25.80536,25.758802272501153,-80.12286,-80.13672553888198,Medium,Low,0.809927931657867,0.02955,0.10392857142857144,0.1,517.0,0.9670698642730713,99.20042753359988,-0.4461395795750516,0.5131978603324392,usa_FL_0003,0.145,0.1131,0.2,0.0869,507.0,0.5656185561499694,0.0012606864347470932,25.81207900509928,-80.13479925488996
3,0.40466194078657414,0.3337394803281405,84.70841024224472,5.996292719901714,25.80536,25.758802272501153,-80.12286,-80.13672553888198,Medium,Low,0.809927931657867,0.02955,0.10392857142857144,0.1,517.0,0.9670698642730713,99.20042753359988,-0.4461395795750516,0.5131978603324392,usa_FL_0003,0.145,0.1143,0.2,0.0857,495.0,0.5935688091733143,0.0009321922299567667,25.81227279106769,-80.13475964862356
3,0.40466194078657414,0.3337394803281405,84.70841024224472,5.996292719901714,25.80536,25.758802272501153,-80.12286,-80.13672553888198,Medium,Low,0.809927931657867,0.02955,0.10392857142857144,0.1,517.0,0.9670698642730713,99.20042753359988,-0.4461395795750516,0.5131978603324392,usa_FL_0003,0.17,0.1258,0.2,0.0742,523.0,0.5851785442970411,0.000723706314398118,25.812493179451177,-80.13467401226904
3,0.40466194078657414,0.3337394803281405,84.70841024224472,5.996292719901714,25.80536,25.758802272501153,-80.12286,-80.13672553888198,Medium,Low,0.809927931657867,0.02955,0.10392857142857144,0.1,517.0,0.9670698642730713,99.20042753359988,-0.4461395795750516,0.5131978603324392,usa_FL_0003,0.175,0.1376,0.2,0.0624,531.0,0.49413686988689903,0.0007333020651647502,25.81269628195553,-80.13461626851428
3,0.40466194078657414,0.3337394803281405,84.70841024224472,5.996292719901714,25.80536,25.758802272501153,-80.12286,-80.13672553888198,Medium,Low,0.809927931657867,0.02955,0.10392857142857144,0.1,517.0,0.9670698642730713,99.20042753359988,-0.4461395795750516,0.5131978603324392,usa_FL_0003,0.125,0.1048,0.1557,0.0509,526.0,0.45795907869470637,0.001153047080083475,25.812982132439597,-80.13449035522092
3,0.40466194078657414,0.3337394803281405,84.70841024224472,5.996292719901714,25.80536,25.99660825634776,-80.12286,-80.11589546411358,Low,Medium,0.809927931657867,0.0664,0.1356779661016949,0.13,390.0,1.0118962526321411,97.53874875178998,-0.4597144966250493,0.5272764468585929,usa_FL_0005,0.09,0.0717,0.1129,0.0412,381.0,1.1640928641797557,0.001295114627135229,25.93100046467813,-80.12428910502618
3,0.40466194078657414,0.3337394803281405,84.70841024224472,5.996292719901714,25.80536,25.99660825634776,-80.12286,-80.11589546411358,Low,Medium,0.809927931657867,0.0664,0.1356779661016949,0.13,390.0,1.0118962526321411,97.53874875178998,-0.4597144966250493,0.5272764468585929,usa_FL_0005,0.08,0.0675,0.0986,0.0311,361.0,1.1946187523084204,0.0009102270002871145,25.931226691082493,-80.12428708865349
3,0.40466194078657414,0.3337394803281405,84.70841024224472,5.996292719901714,25.80536,25.99660825634776,-80.12286,-80.11589546411358,Low,Medium,0.809927931657867,0.0664,0.1356779661016949,0.13,390.0,1.0118962526321411,97.53874875178998,-0.4597144966250493,0.5272764468585929,usa_FL_0005,0.075,0.0633,0.092,0.0287,348.0,1.2183967454813518,0.0006453677689679041,25.931452135524943,-80.12427357904656
3,0.40466194078657414,0.3337394803281405,84.70841024224472,5.996292719901714,25.80536,25.99660825634776,-80.12286,-80.11589546411358,Low,High,0.809927931657867,0.0664,0.1356779661016949,0.13,390.0,1.0118962526321411,97.53874875178998,-0.4597144966250493,0.5272764468585929,usa_FL_0005,0.065,0.0565,0.0804,0.0239,370.0,1.2263881125102563,0.0006449491184093919,25.931677483893385,-80.12425865706042
3,0.40466194078657414,0.3337394803281405,84.70841024224472,5.996292719901714,25.80536,25.99660825634776,-80.12286,-80.11589546411358,Low,Medium,0.809927931657867,0.0664,0.1356779661016949,0.13,390.0,1.0118962526321411,97.53874875178998,-0.4597144966250493,0.5272764468585929,usa_FL_0005,0.075,0.0637,0.0939,0.0302,383.0,1.2107680584201177,0.0009043035407815378,25.931902992777022,-80.12424609757107
3,0.40466194078657414,0.3337394803281405,84.70841024224472,5.996292719901714,25.80536,25.99660825634776,-80.12286,-80.11589546411358,Low,Medium,0.809927931657867,0.0664,0.1356779661016949,0.13,390.0,1.0118962526321411,97.53874875178998,-0.4597144966250493,0.5272764468585929,usa_FL_0005,0.08,0.0694,0.101,0.0316,390.0,1.213774448043752,0.0012738837899795654,25.93212864211977,-80.1242356013661
4,0.8816549528783458,0.7287242388950574,72.7983066065512,6.648247630441155,25.80536,25.758802272501153,-80.12286,-80.13672553888198,Medium,Low,0.809927931657867,0.02955,0.10392857142857144,0.1,517.0,0.9670698642730713,99.20042753359988,-0.4461395795750516,0.5131978603324392,usa_FL_0003,0.145,0.1131,0.2,0.0869,507.0,0.5656185561499694,0.0012606864347470932,25.84541278509928,-80.10146642988995
4,0.8816549528783458,0.7287242388950574,72.7983066065512,6.648247630441155,25.80536,25.758802272501153,-80.12286,-80.13672553888198,Medium,Low,0.809927931657867,0.02955,0.10392857142857144,0.1,517.0,0.9670698642730713,99.20042753359988,-0.4461395795750516,0.5131978603324392,usa_FL_0003,0.145,0.1143,0.2,0.0857,495.0,0.5935688091733143,0.0009321922299567667,25.84560657106769,-80.10142682362356
4,0.8816549528783458,0.7287242388950574,72.7983066065512,6.648247630441155,25.80536,25.758802272501153,-80.12286,-80.13672553888198,Medium,Low,0.809927931657867,0.02955,0.10392857142857144,0.1,517.0,0.9670698642730713,99.20042753359988,-0.4461395795750516,0.5131978603324392,usa_FL_0003,0.17,0.1258,0.2,0.0742,523.0,0.5851785442970411,0.000723706314398118,25.845826959451177,-80.10134118726904
4,0.8816549528783458,0.7287242388950574,72.7983066065512,6.648247630441155,25.80536,25.758802272501153,-80.12286,-80.13672553888198,Medium,Low,0.809927931657867,0.02955,0.10392857142857144,0.1,517.0,0.9670698642730713,99.20042753359988,-0.4461395795750516,0.5131978603324392,usa_FL_0003,0.175,0.1376,0.2,0.0624,531.0,0.49413686988689903,0.0007333020651647502,25.84603006195553,-80.10128344351428
4,0.8816549528783458,0.7287242388950574,72.7983066065512,6.648247630441155,25.80536,25.758802272501153,-80.12286,-80.13672553888198,Medium,Low,0.809927931657867,0.02955,0.10392857142857144,0.1,517.0,0.9670698642730713,99.20042753359988,-0.4461395795750516,0.5131978603324392,usa_FL_0003,0.125,0.1048,0.1557,0.0509,526.0,0.45795907869470637,0.001153047080083475,25.846315912439596,-80.10115753022092
4,0.8816549528783458,0.7287242388950574,72.7983066065512,6.648247630441155,25.80536,25.99660825634776,-80.12286,-80.11589546411358,Low,Medium,0.809927931657867,0.0664,0.1356779661016949,0.13,390.0,1.0118962526321411,97.53874875178998,-0.4597144966250493,0.5272764468585929,usa_FL_0005,0.09,0.0717,0.1129,0.0412,381.0,1.1640928641797557,0.001295114627135229,25.96433424467813,-80.09095628002618
4,0.8816549528783458,0.7287242388950574,72.7983066065512,6.648247630441155,25.80536,25.99660825634776,-80.12286,-80.11589546411358,Low,Medium,0.809927931657867,0.0664,0.1356779661016949,0.13,390.0,1.0118962526321411,97.53874875178998,-0.4597144966250493,0.5272764468585929,usa_FL_0005,0.08,0.0675,0.0986,0.0311,361.0,1.1946187523084204,0.0009102270002871145,25.964560471082493,-80.09095426365349
4,0.8816549528783458,0.7287242388950574,72.7983066065512,6.648247630441155,25.80536,25.99660825634776,-80.12286,-80.11589546411358,Low,Medium,0.809927931657867,0.0664,0.1356779661016949,0.13,390.0,1.0118962526321411,97.53874875178998,-0.4597144966250493,0.5272764468585929,usa_FL_0005,0.075,0.0633,0.092,0.0287,348.0,1.2183967454813518,0.0006453677689679041,25.964785915524942,-80.09094075404656
4,0.8816549528783458,0.7287242388950574,72.7983066065512,6.648247630441155,25.80536,25.99660825634776,-80.12286,-80.11589546411358,Low,High,0.809927931657867,0.0664,0.1356779661016949,0.13,390.0,1.0118962526321411,97.53874875178998,-0.4597144966250493,0.5272764468585929,usa_FL_0005,0.065,0.0565,0.0804,0.0239,370.0,1.2263881125102563,0.0006449491184093919,25.965011263893384,-80.09092583206042
4,0.8816549528783458,0.7287242388950574,72.7983066065512,6.648247630441155,25.80536,25.99660825634776,-80.12286,-80.11589546411358,Low,Medium,0.809927931657867,0.0664,0.1356779661016949,0.13,390.0,1.0118962526321411,97.53874875178998,-0.4597144966250493,0.5272764468585929,usa_FL_0005,0.075,0.0637,0.0939,0.0302,383.0,1.2107680584201177,0.0009043035407815378,25.965236772777022,-80.09091327257107
4,0.8816549528783458,0.7287242388950574,72.7983066065512,6.648247630441155,25.80536,25.99660825634776,-80.12286,-80.11589546411358,Low,Medium,0.809927931657867,0.0664,0.1356779661016949,0.13,390.0,1.0118962526321411,97.53874875178998,-0.4597144966250493,0.5272764468585929,usa_FL_0005,0.08,0.0694,0.101,0.0316,390.0,1.213774448043752,0.0012738837899795654,25.96546242211977,-80.0909027763661
5,0.8717541330152951,0.720257415774253,73.71198139341736,6.658795205991078,25.80536,25.758802272501153,-80.12286,-80.13672553888198,Medium,Low,0.809927931657867,0.02955,0.10392857142857144,0.1,517.0,0.9670698642730713,99.20042753359988,-0.4461395795750516,0.5131978603324392,usa_FL_0003,0.145,0.1131,0.2,0.0869,507.0,0.5656185561499694,0.0012606864347470932,25.87874561009928,-80.10146642988995
5,0.8717541330152951,0.720257415774253,73.71198139341736,6.658795205991078,25.80536,25.758802272501153,-80.12286,-80.13672553888198,Medium,Low,0.809927931657867,0.02955,0.10392857142857144,0.1,517.0,0.9670698642730713,99.20042753359988,-0.4461395795750516,0.5131978603324392,usa_FL_0003,0.145,0.1143,0.2,0.0857,495.0,0.5935688091733143,0.0009321922299567667,25.878939396067693,-80.10142682362356
5,0.8717541330152951,0.720257415774253,73.71198139341736,6.658795205991078,25.80536,25.758802272501153,-80.12286,-80.13672553888198,Medium,Low,0.809927931657867,0.02955,0.10392857142857144,0.1,517.0,0.9670698642730713,99.20042753359988,-0.4461395795750516,0.5131978603324392,usa_FL_0003,0.17,0.1258,0.2,0.0742,523.0,0.5851785442970411,0.000723706314398118,25.879159784451176,-80.10134118726904
5,0.8717541330152951,0.720257415774253,73.71198139341736,6.658795205991078,25.80536,25.758802272501153,-80.12286,-80.13672553888198,Medium,Low,0.809927931657867,0.02955,0.10392857142857144,0.1,517.0,0.9670698642730713,99.20042753359988,-0.4461395795750516,0.5131978603324392,usa_FL_0003,0.175,0.1376,0.2,0.0624,531.0,0.49413686988689903,0.0007333020651647502,25.879362886955533,-80.10128344351428
5,0.8717541330152951,0.720257415774253,73.71198139341736,6.658795205991078,25.80536,25.758802272501153,-80.12286,-80.13672553888198,Medium,Low,0.809927931657867,0.02955,0.10392857142857144,0.1,517.0,0.9670698642730713,99.20042753359988,-0.4461395795750516,0.5131978603324392,usa_FL_0003,0.125,0.1048,0.1557,0.0509,526.0,0.45795907869470637,0.001153047080083475,25.879648737439595,-80.10115753022092
5,0.8717541330152951,0.720257415774253,73.71198139341736,6.658795205991078,25.80536,25.99660825634776,-80.12286,-80.11589546411358,Low,Medium,0.809927931657867,0.0664,0.1356779661016949,0.13,390.0,1.0118962526321411,97.53874875178998,-0.4597144966250493,0.5272764468585929,usa_FL_0005,0.09,0.0717,0.1129,0.0412,381.0,1.1640928641797557,0.001295114627135229,25.99766706967813,-80.09095628002618
5,0.8717541330152951,0.720257415774253,73.71198139341736,6.658795205991078,25.80536,25.99660825634776,-80.12286,-80.11589546411358,Low,Medium,0.809927931657867,0.0664,0.1356779661016949,0.13,390.0,1.0118962526321411,97.53874875178998,-0.4597144966250493,0.5272764468585929,usa_FL_0005,0.08,0.0675,0.0986,0.0311,361.0,1.1946187523084204,0.0009102270002871145,25.997893296082495,-80.09095426365349
5,0.8717541330152951,0.720257415774253,73.71198139341736,6.658795205991078,25.80536,25.99660825634776,-80.12286,-80.11589546411358,Low,Medium,0.809927931657867,0.0664,0.1356779661016949,0.13,390.0,1.0118962526321411,97.53874875178998,-0.4597144966250493,0.5272764468585929,usa_FL_0005,0.075,0.0633,0.092,0.0287,348.0,1.2183967454813518,0.0006453677689679041,25.99811874052494,-80.09094075404656
5,0.8717541330152951,0.720257415774253,73.71198139341736,6.658795205991078,25.80536,25.99660825634776,-80.12286,-80.11589546411358,Low,High,0.809927931657867,0.0664,0.1356779661016949,0.13,390.0,1.0118962526321411,97.53874875178998,-0.4597144966250493,0.5272764468585929,usa_FL_0005,0.065,0.0565,0.0804,0.0239,370.0,1.2263881125102563,0.0006449491184093919,25.998344088893383,-80.09092583206042
5,0.8717541330152951,0.720257415774253,73.71198139341736,6.658795205991078,25.80536,25.99660825634776,-80.12286,-80.11589546411358,Low,Medium,0.809927931657867,0.0664,0.1356779661016949,0.13,390.0,1.0118962526321411,97.53874875178998,-0.4597144966250493,0.5272764468585929,usa_FL_0005,0.075,0.0637,0.0939,0.0302,383.0,1.2107680584201177,0.0009043035407815378,25.99856959777702,-80.09091327257107
5,0.8717541330152951,0.720257415774253,73.71198139341736,6.658795205991078,25.80536,25.99660825634776,-80.12286,-80.11589546411358,Low,Medium,0.809927931657867,0.0664,0.1356779661016949,0.13,390.0,1.0118962526321411,97.53874875178998,-0.4597144966250493,0.5272764468585929,usa_FL_0005,0.08,0.0694,0.101,0.0316,390.0,1.213774448043752,0.0012738837899795654,25.998795247119773,-80.0909027763661
6,0.8502010373764339,0.7024638522451494,75.47178010016144,6.655644251449794,26.29459,26.176686979307938,-80.07762,-80.09591445066503,Low,Low,0.476595228255736,0.0805,0.13553935860058308,0.135,393.0,1.0574862957000732,98.07936094448876,-0.4894090069282918,0.5477667939698868,usa_FL_0006,0.105,0.078,0.1521,0.0741,393.0,1.0990863707420078,0.0013537221680002172,26.1209529025373,-80.08132597621689
