Lat,Lon,Dep,Ele,Type,eMean,gMean,gMed,dataset,SITE,Mean,Grain_Size
34.2138,-119.2586,0,BF,E,0.242,,,Barnard_Santa_Barbara,,,0.242
34.207,-119.2543,0,BF,E,0.3663,,,Barnard_Santa_Barbara,,,0.3663
34.2021,-119.2517,0,BF,E,0.2609,,,Barnard_Santa_Barbara,,,0.2609
34.198,-119.2493,0,BF,E,0.2977,,,Barnard_Santa_Barbara,,,0.2977
34.2139,-119.2581,0,BF,E,0.4415,,,Barnard_Santa_Barbara,,,0.4415
34.2236,-119.2637,0,BF,E,0.3734,,,Barnard_Santa_Barbara,,,0.3734
34.2277,-119.2656,0,BF,E,0.3812,,,Barnard_Santa_Barbara,,,0.3812
34.2317,-119.267,0,BF,E,0.334,,,Barnard_Santa_Barbara,,,0.334
34.235,-119.2676,0,BF,E,0.3845,,,Barnard_Santa_Barbara,,,0.3845
34.2382,-119.2677,0,BF,E,0.3522,,,Barnard_Santa_Barbara,,,0.3522
34.2418,-119.2681,0,BF,E,0.3661,,,Barnard_Santa_Barbara,,,0.3661
34.244,-119.2681,0,BF,E,0.2145,,,Barnard_Santa_Barbara,,,0.2145
34.2545,-119.2707,0,BF,E,0.324,,,Barnard_Santa_Barbara,,,0.324
34.2657,-119.2779,0,BF,E,0.2534,,,Barnard_Santa_Barbara,,,0.2534
34.2701,-119.282,0,BF,E,0.272,,,Barnard_Santa_Barbara,,,0.272
34.2738,-119.2888,0,BF,E,0.2669,,,Barnard_Santa_Barbara,,,0.2669
34.2752,-119.2928,0,BF,E,0.1684,,,Barnard_Santa_Barbara,,,0.1684
34.27549,-119.29528,0,BF,E,0.6235,,,Barnard_Santa_Barbara,,,0.6235
34.27176,-119.28482,0,BF,E,0.3687,,,Barnard_Santa_Barbara,,,0.3687
34.26664,-119.27896,0,BF,E,0.3295,,,Barnard_Santa_Barbara,,,0.3295
34.26226,-119.27512,0,BF,E,0.287,,,Barnard_Santa_Barbara,,,0.287
34.25501,-119.27096,0,BF,E,0.421,,,Barnard_Santa_Barbara,,,0.421
34.24391,-119.26775,0,BF,E,1.1742,,,Barnard_Santa_Barbara,,,1.1742
34.23922,-119.26743,0,BF,E,0.2939,,,Barnard_Santa_Barbara,,,0.2939
34.23495,-119.26765,0,BF,E,0.2915,,,Barnard_Santa_Barbara,,,0.2915
34.44705,-120.47138,10,O,B,0.1678,0.189,0.1842,Barnard_Santa_Barbara,,,0.1678
34.44372,-120.47179,20,O,E,0.141,,,Barnard_Santa_Barbara,,,0.141
34.44631,-120.46303,5,O,E,0.1509,,,Barnard_Santa_Barbara,,,0.1509
34.4448,-120.46301,10,O,B,0.1482,0.1139,0.1138,Barnard_Santa_Barbara,,,0.1482
34.44008,-120.46232,20,O,E,0.1791,,,Barnard_Santa_Barbara,,,0.1791
34.44075,-120.45289,5,O,B,0.2217,0.2234,0.2182,Barnard_Santa_Barbara,,,0.2217
34.4402,-120.4529,10,O,B,0.2211,0.2004,0.1948,Barnard_Santa_Barbara,,,0.2211
34.43857,-120.45285,20,O,E,0.3155,,,Barnard_Santa_Barbara,,,0.3155
34.44782,-120.44348,5,O,B,0.1666,0.1295,0.1256,Barnard_Santa_Barbara,,,0.1666
34.44623,-120.44416,10,O,B,0.1228,0.1546,0.1392,Barnard_Santa_Barbara,,,0.1228
34.44071,-120.44464,20,O,E,0.1178,,,Barnard_Santa_Barbara,,,0.1178
34.4477,-120.43867,5,O,E,0.1432,,,Barnard_Santa_Barbara,,,0.1432
34.44769,-120.43869,10,O,E,0.1042,,,Barnard_Santa_Barbara,,,0.1042
34.44239,-120.43807,20,O,E,0.1025,,,Barnard_Santa_Barbara,,,0.1025
34.4491,-120.41743,5,O,E,0.1125,,,Barnard_Santa_Barbara,,,0.1125
34.44648,-120.4178,10,O,E,0.0821,,,Barnard_Santa_Barbara,,,0.0821
34.44122,-120.41878,20,O,E,0.0886,,,Barnard_Santa_Barbara,,,0.0886
34.4549,-120.36644,5,O,E,0.1993,,,Barnard_Santa_Barbara,,,0.1993
34.45302,-120.3673,10,O,E,0.1055,,,Barnard_Santa_Barbara,,,0.1055
34.43973,-120.37117,20,O,N,,,,Barnard_Santa_Barbara,,,0
34.46168,-120.32231,5,O,E,0.1288,,,Barnard_Santa_Barbara,,,0.1288
34.46045,-120.32213,10,O,E,0.0901,,,Barnard_Santa_Barbara,,,0.0901
34.45492,-120.32132,20,O,E,0.083,,,Barnard_Santa_Barbara,,,0.083
34.46599,-120.26441,5,O,E,0.1472,,,Barnard_Santa_Barbara,,,0.1472
34.46181,-120.26556,10,O,E,0.0925,,,Barnard_Santa_Barbara,,,0.0925
34.45119,-120.26747,20,O,E,0.1302,,,Barnard_Santa_Barbara,,,0.1302
34.46948,-120.22713,5,O,B,0.114,0.2212,0.2129,Barnard_Santa_Barbara,,,0.114
34.46563,-120.22719,10,O,B,0.0988,0.108,0.0899,Barnard_Santa_Barbara,,,0.0988
34.45721,-120.22758,20,O,B,0.1349,0.1999,0.1934,Barnard_Santa_Barbara,,,0.1349
34.4706,-120.1589,5,O,E,0.1961,,,Barnard_Santa_Barbara,,,0.1961
34.46922,-120.1584,10,O,E,0.1148,,,Barnard_Santa_Barbara,,,0.1148
34.46622,-120.15816,20,O,E,0.0866,,,Barnard_Santa_Barbara,,,0.0866
34.46475,-120.10824,5,O,E,0.1423,,,Barnard_Santa_Barbara,,,0.1423
34.463,-120.10848,10,O,E,0.0896,,,Barnard_Santa_Barbara,,,0.0896
34.45829,-120.06874,20,O,E,0.0834,,,Barnard_Santa_Barbara,,,0.0834
34.45828,-120.06873,5,O,B,0.865,0.1697,0.1653,Barnard_Santa_Barbara,,,0.865
34.45827,-120.06873,10,O,B,0.0782,0.1223,0.1192,Barnard_Santa_Barbara,,,0.0782
34.45588,-120.06815,20,O,B,0.0836,0.0768,0.0748,Barnard_Santa_Barbara,,,0.0836
34.45506,-119.99955,5,O,E,0.1156,,,Barnard_Santa_Barbara,,,0.1156
34.45873,-120.05056,10,O,E,0.0907,,,Barnard_Santa_Barbara,,,0.0907
34.45568,-120.0518,20,O,E,0.0872,,,Barnard_Santa_Barbara,,,0.0872
34.45507,-119.99954,5,O,E,0.1466,,,Barnard_Santa_Barbara,,,0.1466
34.45325,-119.99972,10,O,E,0.0872,,,Barnard_Santa_Barbara,,,0.0872
34.44883,-120.00021,20,O,E,0.086,,,Barnard_Santa_Barbara,,,0.086
34.43424,-119.93797,5,O,G,0.1457,0.1388,,Barnard_Santa_Barbara,,,0.1457
34.43088,-119.94074,10,O,E,0.1163,,,Barnard_Santa_Barbara,,,0.1163
34.42037,-119.95074,20,O,E,0.7083,,,Barnard_Santa_Barbara,,,0.7083
34.42762,-119.91366,5,O,E,0.154,,,Barnard_Santa_Barbara,,,0.154
34.42482,-119.915,10,O,E,0.0835,,,Barnard_Santa_Barbara,,,0.0835
34.41938,-119.91654,20,O,E,0.0825,,,Barnard_Santa_Barbara,,,0.0825
34.42114,-119.90409,5,O,E,0.2076,,,Barnard_Santa_Barbara,,,0.2076
34.41904,-119.90556,10,O,N,,,,Barnard_Santa_Barbara,,,0
34.41624,-119.90709,20,O,E,0.0825,,,Barnard_Santa_Barbara,,,0.0825
34.41827,-119.89267,5,O,E,0.1813,,,Barnard_Santa_Barbara,,,0.1813
34.41637,-119.89379,10,O,E,0.1612,,,Barnard_Santa_Barbara,,,0.1612
34.4113,-119.89636,20,O,E,0.0792,,,Barnard_Santa_Barbara,,,0.0792
34.41013,-119.88443,5,O,E,0.2282,,,Barnard_Santa_Barbara,,,0.2282
34.40814,-119.88439,10,O,E,0.1345,,,Barnard_Santa_Barbara,,,0.1345
34.40293,-119.88442,20,O,E,0.0922,,,Barnard_Santa_Barbara,,,0.0922
34.40577,-119.8769,5,O,E,0.1576,,,Barnard_Santa_Barbara,,,0.1576
34.40368,-119.87667,10,O,N,,,,Barnard_Santa_Barbara,,,0
34.40149,-119.87621,20,O,E,0.157,,,Barnard_Santa_Barbara,,,0.157
34.40368,-119.87844,5,O,E,0.1707,,,Barnard_Santa_Barbara,,,0.1707
34.40239,-119.86345,10,O,N,,,,Barnard_Santa_Barbara,,,0
34.39997,-119.86335,20,O,E,0.0854,,,Barnard_Santa_Barbara,,,0.0854
34.4066,-119.8531,5,O,N,,,,Barnard_Santa_Barbara,,,0
34.40283,-119.85385,10,O,E,0.1133,,,Barnard_Santa_Barbara,,,0.1133
34.39911,-119.85398,20,O,E,0.0995,,,Barnard_Santa_Barbara,,,0.0995
34.40396,-119.84391,5,O,N,,,,Barnard_Santa_Barbara,,,0
34.40229,-119.84354,10,O,E,0.1585,,,Barnard_Santa_Barbara,,,0.1585
34.40013,-119.84263,20,O,E,0.0847,,,Barnard_Santa_Barbara,,,0.0847
34.40558,-119.84166,5,O,E,0.1254,,,Barnard_Santa_Barbara,,,0.1254
34.40385,-119.83896,10,O,E,0.0967,,,Barnard_Santa_Barbara,,,0.0967
34.40251,-119.83426,20,O,E,0.0853,,,Barnard_Santa_Barbara,,,0.0853
34.41421,-119.83186,5,O,E,0.0884,,,Barnard_Santa_Barbara,,,0.0884
34.40793,-119.82951,10,O,E,0.0878,,,Barnard_Santa_Barbara,,,0.0878
34.40402,-119.82646,20,O,E,0.08,,,Barnard_Santa_Barbara,,,0.08
34.41479,-119.823,5,O,E,0.08,,,Barnard_Santa_Barbara,,,0.08
34.40991,-119.82132,10,O,E,0.0941,,,Barnard_Santa_Barbara,,,0.0941
34.4032,-119.81884,20,O,E,0.1071,,,Barnard_Santa_Barbara,,,0.1071
34.4153,-119.8114,5,O,N,,,,Barnard_Santa_Barbara,,,0
34.4109,-119.81084,10,O,E,0.0785,,,Barnard_Santa_Barbara,,,0.0785
34.40315,-119.80963,20,O,E,0.1201,,,Barnard_Santa_Barbara,,,0.1201
34.41438,-119.8056,5,O,E,0.323,,,Barnard_Santa_Barbara,,,0.323
34.41117,-119.8045,10,O,E,0.0892,,,Barnard_Santa_Barbara,,,0.0892
34.40393,-119.8015,20,O,E,0.1034,,,Barnard_Santa_Barbara,,,0.1034
34.41615,-119.7911,5,O,E,0.1609,,,Barnard_Santa_Barbara,,,0.1609
34.41032,-119.79178,10,O,E,0.0826,,,Barnard_Santa_Barbara,,,0.0826
34.40419,-119.79117,20,O,E,0.0763,,,Barnard_Santa_Barbara,,,0.0763
34.41322,-119.7799,5,O,E,0.1326,,,Barnard_Santa_Barbara,,,0.1326
34.40967,-119.7808,10,O,E,0.0874,,,Barnard_Santa_Barbara,,,0.0874
34.40272,-119.78272,20,O,E,0.0788,,,Barnard_Santa_Barbara,,,0.0788
34.40949,-119.77114,5,O,E,0.2873,,,Barnard_Santa_Barbara,,,0.2873
34.40688,-119.7719,10,O,E,0.0799,,,Barnard_Santa_Barbara,,,0.0799
34.40076,-119.77375,20,O,E,0.0838,,,Barnard_Santa_Barbara,,,0.0838
34.40509,-119.75935,5,O,E,0.1948,,,Barnard_Santa_Barbara,,,0.1948
34.40347,-119.75908,10,O,E,0.1036,,,Barnard_Santa_Barbara,,,0.1036
34.39843,-119.7601,20,O,E,0.0771,,,Barnard_Santa_Barbara,,,0.0771
34.4015,-119.74815,5,O,E,0.1992,,,Barnard_Santa_Barbara,,,0.1992
34.39997,-119.7479,10,O,E,0.0834,,,Barnard_Santa_Barbara,,,0.0834
34.39643,-119.74922,20,O,E,0.0842,,,Barnard_Santa_Barbara,,,0.0842
34.3986,-119.73775,5,O,E,0.1793,,,Barnard_Santa_Barbara,,,0.1793
34.39693,-119.73785,10,O,E,0.1038,,,Barnard_Santa_Barbara,,,0.1038
34.39208,-119.73787,20,O,E,0.0862,,,Barnard_Santa_Barbara,,,0.0862
34.39471,-119.72937,5,O,E,0.1911,,,Barnard_Santa_Barbara,,,0.1911
34.39332,-119.72954,10,O,E,0.1877,,,Barnard_Santa_Barbara,,,0.1877
34.39064,-119.72942,20,O,E,0.101,,,Barnard_Santa_Barbara,,,0.101
34.39419,-119.71545,5,O,E,0.1369,,,Barnard_Santa_Barbara,,,0.1369
34.39215,-119.71718,10,O,E,0.0774,,,Barnard_Santa_Barbara,,,0.0774
34.38813,-119.7183,20,O,E,0.0786,,,Barnard_Santa_Barbara,,,0.0786
34.39453,-119.7035,5,O,E,0.1006,,,Barnard_Santa_Barbara,,,0.1006
34.39208,-119.70347,10,O,E,0.0892,,,Barnard_Santa_Barbara,,,0.0892
34.38853,-119.70266,20,O,E,0.0831,,,Barnard_Santa_Barbara,,,0.0831
34.401,-119.69508,5,O,E,0.1026,,,Barnard_Santa_Barbara,,,0.1026
34.39877,-119.69377,10,O,N,,,,Barnard_Santa_Barbara,,,0
34.39094,-119.69092,20,O,E,0.0945,,,Barnard_Santa_Barbara,,,0.0945
34.40715,-119.68652,5,O,E,0.0798,,,Barnard_Santa_Barbara,,,0.0798
34.40494,-119.68497,10,O,E,0.1345,,,Barnard_Santa_Barbara,,,0.1345
34.39619,-119.67858,20,O,E,0.0911,,,Barnard_Santa_Barbara,,,0.0911
34.41309,-119.67938,5,O,E,0.0839,,,Barnard_Santa_Barbara,,,0.0839
34.40884,-119.67701,10,O,E,0.081,,,Barnard_Santa_Barbara,,,0.081
34.39698,-119.67348,20,O,E,0.0977,,,Barnard_Santa_Barbara,,,0.0977
34.4147,-119.66949,5,O,E,0.0796,,,Barnard_Santa_Barbara,,,0.0796
34.41147,-119.66923,10,O,E,0.0844,,,Barnard_Santa_Barbara,,,0.0844
34.4023,-119.66617,20,O,E,0.0837,,,Barnard_Santa_Barbara,,,0.0837
34.41617,-119.65914,5,O,E,0.1294,,,Barnard_Santa_Barbara,,,0.1294
34.41265,-119.65849,10,O,E,0.082,,,Barnard_Santa_Barbara,,,0.082
34.40484,-119.65705,20,O,E,0.085,,,Barnard_Santa_Barbara,,,0.085
34.41609,-119.64765,5,O,E,0.1191,,,Barnard_Santa_Barbara,,,0.1191
34.41315,-119.64745,10,O,E,0.0778,,,Barnard_Santa_Barbara,,,0.0778
34.40413,-119.64771,20,O,E,0.0808,,,Barnard_Santa_Barbara,,,0.0808
34.4156,-119.63471,5,O,E,0.0982,,,Barnard_Santa_Barbara,,,0.0982
34.41165,-119.63394,10,O,E,0.0819,,,Barnard_Santa_Barbara,,,0.0819
34.40376,-119.63219,20,O,E,0.0858,,,Barnard_Santa_Barbara,,,0.0858
34.41746,-119.62565,5,O,E,0.095,,,Barnard_Santa_Barbara,,,0.095
34.41233,-119.62532,10,O,E,0.0812,,,Barnard_Santa_Barbara,,,0.0812
34.40395,-119.62468,20,O,E,0.0827,,,Barnard_Santa_Barbara,,,0.0827
34.41941,-119.61497,5,O,E,0.0739,,,Barnard_Santa_Barbara,,,0.0739
34.4119,-119.6152,10,O,E,0.0758,,,Barnard_Santa_Barbara,,,0.0758
34.40506,-119.61541,20,O,E,0.0887,,,Barnard_Santa_Barbara,,,0.0887
34.41801,-119.60471,5,O,E,0.1041,,,Barnard_Santa_Barbara,,,0.1041
34.41244,-119.60489,10,O,E,0.0792,,,Barnard_Santa_Barbara,,,0.0792
34.40612,-119.60461,20,O,E,0.0859,,,Barnard_Santa_Barbara,,,0.0859
34.41687,-119.59302,5,O,E,0.1639,,,Barnard_Santa_Barbara,,,0.1639
34.41107,-119.59372,10,O,E,0.0807,,,Barnard_Santa_Barbara,,,0.0807
34.40384,-119.59501,20,O,E,0.0845,,,Barnard_Santa_Barbara,,,0.0845
34.41262,-119.58218,5,O,E,0.2155,,,Barnard_Santa_Barbara,,,0.2155
34.40918,-119.5824,10,O,E,0.0973,,,Barnard_Santa_Barbara,,,0.0973
34.39891,-119.58423,20,O,E,0.0853,,,Barnard_Santa_Barbara,,,0.0853
34.41158,-119.57075,5,O,E,0.2572,,,Barnard_Santa_Barbara,,,0.2572
34.40666,-119.57071,10,O,E,0.077,,,Barnard_Santa_Barbara,,,0.077
34.39101,-119.57206,20,O,E,0.0799,,,Barnard_Santa_Barbara,,,0.0799
34.41249,-119.56021,5,O,E,0.1132,,,Barnard_Santa_Barbara,,,0.1132
34.40296,-119.56419,10,O,E,0.0765,,,Barnard_Santa_Barbara,,,0.0765
34.40703,-119.55243,5,O,E,0.1603,,,Barnard_Santa_Barbara,,,0.1603
34.39866,-119.5553,10,O,E,0.0782,,,Barnard_Santa_Barbara,,,0.0782
34.40017,-119.54424,5,O,E,0.1529,,,Barnard_Santa_Barbara,,,0.1529
34.39444,-119.54879,10,O,E,0.0776,,,Barnard_Santa_Barbara,,,0.0776
34.38611,-119.55487,20,O,E,0.0838,,,Barnard_Santa_Barbara,,,0.0838
34.39448,-119.53752,5,O,N,,,,Barnard_Santa_Barbara,,,0
34.38983,-119.53939,10,O,E,0.2369,,,Barnard_Santa_Barbara,,,0.2369
34.38509,-119.54178,20,O,E,0.0931,,,Barnard_Santa_Barbara,,,0.0931
34.39173,-119.52545,5,O,E,0.1677,,,Barnard_Santa_Barbara,,,0.1677
34.38919,-119.52642,10,O,E,0.0792,,,Barnard_Santa_Barbara,,,0.0792
34.3824,-119.53041,20,O,E,0.0785,,,Barnard_Santa_Barbara,,,0.0785
34.3864,-119.51609,5,O,E,0.1185,,,Barnard_Santa_Barbara,,,0.1185
34.38471,-119.51622,10,O,E,0.0801,,,Barnard_Santa_Barbara,,,0.0801
34.37984,-119.51799,20,O,E,0.08,,,Barnard_Santa_Barbara,,,0.08
34.38782,-119.53154,0,O,E,0.0921,,,Barnard_Santa_Barbara,,,0.0921
34.38356,-119.5027,5,O,E,0.1966,,,Barnard_Santa_Barbara,,,0.1966
34.38192,-119.50315,10,O,E,0.0913,,,Barnard_Santa_Barbara,,,0.0913
34.37602,-119.50529,20,O,E,0.0865,,,Barnard_Santa_Barbara,,,0.0865
34.38229,-119.49526,5,O,B,0.1821,0.1757,0.172,Barnard_Santa_Barbara,,,0.1821
34.38051,-119.49545,10,O,B,0.091,0.1016,0.1019,Barnard_Santa_Barbara,,,0.091
34.37493,-119.4974,20,O,E,0.0894,,,Barnard_Santa_Barbara,,,0.0894
34.37866,-119.48504,5,O,E,0.1617,,,Barnard_Santa_Barbara,,,0.1617
34.37612,-119.48598,10,O,E,0.0822,,,Barnard_Santa_Barbara,,,0.0822
34.3676,-119.48848,20,O,E,0.084,,,Barnard_Santa_Barbara,,,0.084
34.37132,-119.47901,5,O,E,0.1882,,,Barnard_Santa_Barbara,,,0.1882
34.36919,-119.47908,10,O,N,,,,Barnard_Santa_Barbara,,,0
34.3599,-119.4798,20,O,E,0.1416,,,Barnard_Santa_Barbara,,,0.1416
34.37368,-119.46481,5,O,E,0.1255,,,Barnard_Santa_Barbara,,,0.1255
34.36831,-119.4661,10,O,E,0.0843,,,Barnard_Santa_Barbara,,,0.0843
34.35455,-119.47138,20,O,E,0.0831,,,Barnard_Santa_Barbara,,,0.0831
34.3679,-119.45646,5,O,E,0.2092,,,Barnard_Santa_Barbara,,,0.2092
34.36336,-119.4579,10,O,E,0.0773,,,Barnard_Santa_Barbara,,,0.0773
34.3494,-119.4621,20,O,E,0.0843,,,Barnard_Santa_Barbara,,,0.0843
34.36129,-119.44969,5,O,E,0.1694,,,Barnard_Santa_Barbara,,,0.1694
34.35783,-119.45164,10,O,E,0.0814,,,Barnard_Santa_Barbara,,,0.0814
34.34686,-119.45681,20,O,E,0.0816,,,Barnard_Santa_Barbara,,,0.0816
34.3541,-119.4413,5,O,E,0.1312,,,Barnard_Santa_Barbara,,,0.1312
34.34921,-119.44208,10,O,E,0.1418,,,Barnard_Santa_Barbara,,,0.1418
34.33863,-119.44406,20,O,E,0.0824,,,Barnard_Santa_Barbara,,,0.0824
34.35253,-119.43149,5,O,E,0.1391,,,Barnard_Santa_Barbara,,,0.1391
34.34283,-119.43268,10,O,E,0.1796,,,Barnard_Santa_Barbara,,,0.1796
34.33299,-119.4355,20,O,E,0.0848,,,Barnard_Santa_Barbara,,,0.0848
34.34589,-119.42494,5,O,E,0.1796,,,Barnard_Santa_Barbara,,,0.1796
34.34053,-119.42804,10,O,E,0.0814,,,Barnard_Santa_Barbara,,,0.0814
34.33121,-119.43208,20,O,E,0.0864,,,Barnard_Santa_Barbara,,,0.0864
34.33865,-119.41552,5,O,E,0.1346,,,Barnard_Santa_Barbara,,,0.1346
34.33332,-119.41819,10,O,E,0.0809,,,Barnard_Santa_Barbara,,,0.0809
34.32602,-119.42303,20,O,E,0.0837,,,Barnard_Santa_Barbara,,,0.0837
34.33436,-119.40893,5,O,N,,,,Barnard_Santa_Barbara,,,0
34.3303,-119.4128,10,O,E,0.0829,,,Barnard_Santa_Barbara,,,0.0829
34.32327,-119.42036,20,O,E,0.0849,,,Barnard_Santa_Barbara,,,0.0849
34.32825,-119.40043,5,O,E,0.1547,,,Barnard_Santa_Barbara,,,0.1547
34.32507,-119.40527,10,O,E,0.0893,,,Barnard_Santa_Barbara,,,0.0893
34.31903,-119.41405,20,O,E,0.0867,,,Barnard_Santa_Barbara,,,0.0867
34.32149,-119.39519,5,O,E,0.1853,,,Barnard_Santa_Barbara,,,0.1853
34.31957,-119.39851,10,O,E,0.0901,,,Barnard_Santa_Barbara,,,0.0901
34.3153,-119.40863,20,O,E,0.087,,,Barnard_Santa_Barbara,,,0.087
34.31796,-119.39364,5,O,E,0.1893,,,Barnard_Santa_Barbara,,,0.1893
34.31642,-119.39356,10,O,E,0.0872,,,Barnard_Santa_Barbara,,,0.0872
34.31145,-119.40107,20,O,E,0.0823,,,Barnard_Santa_Barbara,,,0.0823
34.31812,-119.37469,5,O,E,0.1258,,,Barnard_Santa_Barbara,,,0.1258
34.31111,-119.3822,10,O,E,0.0826,,,Barnard_Santa_Barbara,,,0.0826
34.30515,-119.38851,20,O,E,0.0802,,,Barnard_Santa_Barbara,,,0.0802
34.31313,-119.36549,5,O,E,0.0986,,,Barnard_Santa_Barbara,,,0.0986
34.30539,-119.37329,10,O,E,0.0823,,,Barnard_Santa_Barbara,,,0.0823
34.29909,-119.37867,20,O,E,0.0858,,,Barnard_Santa_Barbara,,,0.0858
34.3063,-119.35785,5,O,E,0.1644,,,Barnard_Santa_Barbara,,,0.1644
34.30048,-119.36491,10,O,E,0.0839,,,Barnard_Santa_Barbara,,,0.0839
34.2948,-119.37063,20,O,E,0.0859,,,Barnard_Santa_Barbara,,,0.0859
34.30108,-119.34783,5,O,E,0.119,,,Barnard_Santa_Barbara,,,0.119
34.29605,-119.35422,10,O,E,0.0879,,,Barnard_Santa_Barbara,,,0.0879
34.2886,-119.36095,20,O,E,0.0843,,,Barnard_Santa_Barbara,,,0.0843
34.29288,-119.34222,5,O,E,0.1523,,,Barnard_Santa_Barbara,,,0.1523
34.28057,-119.35002,20,O,E,0.0884,,,Barnard_Santa_Barbara,,,0.0884
34.28642,-119.33309,5,O,E,0.1602,,,Barnard_Santa_Barbara,,,0.1602
34.28381,-119.33501,10,O,E,0.0884,,,Barnard_Santa_Barbara,,,0.0884
34.27498,-119.34156,20,O,E,0.0933,,,Barnard_Santa_Barbara,,,0.0933
34.28362,-119.32492,5,O,E,0.1392,,,Barnard_Santa_Barbara,,,0.1392
34.28039,-119.32762,10,O,E,0.0882,,,Barnard_Santa_Barbara,,,0.0882
34.26805,-119.33164,20,O,E,0.0913,,,Barnard_Santa_Barbara,,,0.0913
34.27568,-119.31502,5,O,E,0.1882,,,Barnard_Santa_Barbara,,,0.1882
34.27371,-119.31669,10,O,E,0.0918,,,Barnard_Santa_Barbara,,,0.0918
34.26243,-119.32067,20,O,E,0.0883,,,Barnard_Santa_Barbara,,,0.0883
34.26727,-119.304,10,O,E,0.1084,,,Barnard_Santa_Barbara,,,0.1084
34.25649,-119.31068,20,O,E,0.107,,,Barnard_Santa_Barbara,,,0.107
34.27358,-119.29296,5,O,E,0.1024,,,Barnard_Santa_Barbara,,,0.1024
34.26755,-119.29521,10,O,E,0.0934,,,Barnard_Santa_Barbara,,,0.0934
34.2691,-119.28376,5,O,E,0.1416,,,Barnard_Santa_Barbara,,,0.1416
34.26582,-119.287,10,O,E,0.1068,,,Barnard_Santa_Barbara,,,0.1068
34.26291,-119.27815,5,O,E,0.1719,,,Barnard_Santa_Barbara,,,0.1719
34.26162,-119.28048,10,O,E,0.1089,,,Barnard_Santa_Barbara,,,0.1089
34.24662,-119.31031,20,O,E,0.097,,,Barnard_Santa_Barbara,,,0.097
34.25528,-119.27273,5,O,E,0.1726,,,Barnard_Santa_Barbara,,,0.1726
34.25481,-119.27548,10,O,E,0.0972,,,Barnard_Santa_Barbara,,,0.0972
34.244,-119.26965,5,O,E,0.1522,,,Barnard_Santa_Barbara,,,0.1522
34.2435,-119.27483,10,O,E,0.1059,,,Barnard_Santa_Barbara,,,0.1059
34.23793,-119.26933,5,O,E,0.1513,,,Barnard_Santa_Barbara,,,0.1513
34.23674,-119.27674,10,O,E,0.096,,,Barnard_Santa_Barbara,,,0.096
34.23672,-119.30961,20,O,E,0.0904,,,Barnard_Santa_Barbara,,,0.0904
34.22757,-119.26802,5,O,B,0.2153,0.178,0.1835,Barnard_Santa_Barbara,,,0.2153
34.2263,-119.2779,10,O,B,0.0919,0.0714,0.0698,Barnard_Santa_Barbara,,,0.0919
34.22643,-119.31075,20,O,E,0.0856,,,Barnard_Santa_Barbara,,,0.0856
34.21879,-119.26409,5,O,E,0.1247,,,Barnard_Santa_Barbara,,,0.1247
34.21685,-119.26908,10,O,E,0.1081,,,Barnard_Santa_Barbara,,,0.1081
34.21685,-119.31299,20,O,E,0.0854,,,Barnard_Santa_Barbara,,,0.0854
34.20727,-119.31721,20,O,E,0.0956,,,Barnard_Santa_Barbara,,,0.0956
34.20963,-119.25885,5,O,E,0.1451,,,Barnard_Santa_Barbara,,,0.1451
34.2085,-119.26245,10,O,E,0.0893,,,Barnard_Santa_Barbara,,,0.0893
34.19756,-119.31316,20,O,E,0.0825,,,Barnard_Santa_Barbara,,,0.0825
34.18941,-119.31254,20,O,E,0.0959,,,Barnard_Santa_Barbara,,,0.0959
34.20276,-119.25495,5,O,E,0.1468,,,Barnard_Santa_Barbara,,,0.1468
34.2013,-119.25761,10,O,E,0.0975,,,Barnard_Santa_Barbara,,,0.0975
34.17906,-119.3127,20,O,E,0.0828,,,Barnard_Santa_Barbara,,,0.0828
34.19159,-119.24856,5,O,E,0.1669,,,Barnard_Santa_Barbara,,,0.1669
34.19064,-119.2514,10,O,E,0.0995,,,Barnard_Santa_Barbara,,,0.0995
34.17043,-119.3062,20,O,E,0.0935,,,Barnard_Santa_Barbara,,,0.0935
34.18358,-119.24428,5,O,E,0.11,,,Barnard_Santa_Barbara,,,0.11
34.18251,-119.2472,10,O,E,0.1244,,,Barnard_Santa_Barbara,,,0.1244
34.15916,-119.2932,20,O,E,0.0893,,,Barnard_Santa_Barbara,,,0.0893
34.17406,-119.2395,5,O,E,0.1345,,,Barnard_Santa_Barbara,,,0.1345
34.17283,-119.24206,10,O,E,0.0983,,,Barnard_Santa_Barbara,,,0.0983
34.15127,-119.28405,20,O,E,0.0897,,,Barnard_Santa_Barbara,,,0.0897
34.16545,-119.23387,5,O,E,0.1207,,,Barnard_Santa_Barbara,,,0.1207
34.16328,-119.23728,10,O,E,0.0852,,,Barnard_Santa_Barbara,,,0.0852
34.1428,-119.27635,20,O,E,0.0852,,,Barnard_Santa_Barbara,,,0.0852
34.15642,-119.22696,5,O,E,0.2197,,,Barnard_Santa_Barbara,,,0.2197
34.15474,-119.23411,10,O,E,0.0972,,,Barnard_Santa_Barbara,,,0.0972
34.14279,-119.25962,20,O,E,0.0902,,,Barnard_Santa_Barbara,,,0.0902
34.15066,-119.2211,5,O,B,0.1816,0.2832,0.281,Barnard_Santa_Barbara,,,0.1816
34.14647,-119.22272,10,O,B,0.0833,0.0891,0.0865,Barnard_Santa_Barbara,,,0.0833
