,Ele,dataset,Grain_Size,Hs,Tp,Ta,Dp,Da,Ea,Es,geometry,Lon,Lat,Beach face slope,index_right,MEAN_SIG_WAVEHEIGHT,TIDAL_RANGE,ERODIBILITY,CHLOROPHYLL,TURBIDITY,REGIONAL_SINUOSITY,OUTFLOW_DENSITY_RESCALED
23,BF,SC_Beach,0.300984317,0.4255127632702166,12.522129688461108,8.432951475183105,206.05423076983735,206.6090062757501,0.05950923873778737,1.1902915068111033,POINT (-119.8562131 34.4115125),-119.85160531244104,34.40953216000086,0.07,1482,1.229692,2.452912,Medium,1.160437,0.0574,1.237038,7.719963797474846e-05
24,MB,SC_Beach,0.306599446,0.6239166275646838,13.461906008421712,7.444366994910689,215.93522051571722,222.41956609840582,0.13332843563023233,2.6673695804661013,POINT (-118.51142678550099 34.03816855),-118.51808224900336,34.02749517500783,0.075,1188,0.961056,2.498016,High,1.339422,0.0546,1.095145,7.676400095470855e-05
25,BF,SC_Beach,0.23379363,0.6239166275646838,13.461906008421712,7.444366994910689,215.93522051571722,222.41956609840582,0.13332843563023233,2.6673695804661013,POINT (-118.51142678550099 34.03816855),-118.51808224900336,34.02749517500783,0.075,1188,0.961056,2.498016,High,1.339422,0.0546,1.095145,7.676400095470855e-05
26,MB,SC_Beach,0.322298027,0.6239166275646838,13.461906008421712,7.444366994910689,215.93522051571722,222.41956609840582,0.13332843563023233,2.6673695804661013,POINT (-118.51142678550099 34.03816855),-118.51808224900336,34.02749517500783,0.075,1188,0.961056,2.498016,High,1.339422,0.0546,1.095145,7.676400095470855e-05
27,BF,SC_Beach,0.276675554,0.6239166275646838,13.461906008421712,7.444366994910689,215.93522051571722,222.41956609840582,0.13332843563023233,2.6673695804661013,POINT (-118.51142678550099 34.03816855),-118.51808224900336,34.02749517500783,0.075,1188,0.961056,2.498016,High,1.339422,0.0546,1.095145,7.676400095470855e-05
28,MB,SC_Beach,0.362504888,0.6239166275646838,13.461906008421712,7.444366994910689,215.93522051571722,222.41956609840582,0.13332843563023233,2.6673695804661013,POINT (-118.51142678550099 34.03816855),-118.51808224900336,34.02749517500783,0.075,1188,0.961056,2.498016,High,1.339422,0.0546,1.095145,7.676400095470855e-05
29,BF,SC_Beach,0.273625862,0.6239166275646838,13.461906008421712,7.444366994910689,215.93522051571722,222.41956609840582,0.13332843563023233,2.6673695804661013,POINT (-118.51142678550099 34.03816855),-118.51808224900336,34.02749517500783,0.075,1188,0.961056,2.498016,High,1.339422,0.0546,1.095145,7.676400095470855e-05
42,MB,SC_Beach,0.224698856,0.7976190850935458,14.049870845251439,7.9131797634690795,228.9063458200643,239.01881102128965,0.2411814459272849,4.82452169037018,POINT (-117.3505966 33.1580933),-117.35142513964853,33.15774067948491,0.07,396,1.009815,2.475991,High,0.955833,0.049,1.024118,2.8407564326271095e-05
43,BF,SC_Beach,0.212279931,0.7976190850935458,14.049870845251439,7.9131797634690795,228.9063458200643,239.01881102128965,0.2411814459272849,4.82452169037018,POINT (-117.3505966 33.1580933),-117.35142513964853,33.15774067948491,0.07,396,1.009815,2.475991,High,0.955833,0.049,1.024118,2.8407564326271095e-05
44,MB,SC_Beach,0.203039125,0.7976190850935458,14.049870845251439,7.9131797634690795,228.9063458200643,239.01881102128965,0.2411814459272849,4.82452169037018,POINT (-117.3505966 33.1580933),-117.35142513964853,33.15774067948491,0.07,396,1.009815,2.475991,High,0.955833,0.049,1.024118,2.8407564326271095e-05
45,BF,SC_Beach,0.212662863,0.7976190850935458,14.049870845251439,7.9131797634690795,228.9063458200643,239.01881102128965,0.2411814459272849,4.82452169037018,POINT (-117.3505966 33.1580933),-117.35142513964853,33.15774067948491,0.07,396,1.009815,2.475991,High,0.955833,0.049,1.024118,2.8407564326271095e-05
46,MB,SC_Beach,0.25426309,0.7976190850935458,14.049870845251439,7.9131797634690795,228.9063458200643,239.01881102128965,0.2411814459272849,4.82452169037018,POINT (-117.3505966 33.1580933),-117.35142513964853,33.15774067948491,0.07,396,1.009815,2.475991,High,0.955833,0.049,1.024118,2.8407564326271095e-05
47,BF,SC_Beach,0.19746514,0.7976190850935458,14.049870845251439,7.9131797634690795,228.9063458200643,239.01881102128965,0.2411814459272849,4.82452169037018,POINT (-117.3505966 33.1580933),-117.35142513964853,33.15774067948491,0.07,396,1.009815,2.475991,High,0.955833,0.049,1.024118,2.8407564326271095e-05
54,MB,SC_Beach,0.182406078,0.8608328738923777,13.742938497538248,7.79565186379565,255.933207255794,258.56497680707986,0.29022653508909835,5.8049880751266985,POINT (-117.228371 33.0228),-117.27804413314084,33.01197998252161,0.055,374,1.009815,2.473679,High,0.534416,0.0472,1.038844,1.2974149466236852e-05
55,BF,SC_Beach,0.199307729,0.8608328738923777,13.742938497538248,7.79565186379565,255.933207255794,258.56497680707986,0.29022653508909835,5.8049880751266985,POINT (-117.228371 33.0228),-117.27804413314084,33.01197998252161,0.055,374,1.009815,2.473679,High,0.534416,0.0472,1.038844,1.2974149466236852e-05
56,MB,SC_Beach,0.198045236,0.8608328738923777,13.742938497538248,7.79565186379565,255.933207255794,258.56497680707986,0.29022653508909835,5.8049880751266985,POINT (-117.228371 33.0228),-117.27804413314084,33.01197998252161,0.055,374,1.009815,2.473679,High,0.534416,0.0472,1.038844,1.2974149466236852e-05
57,BF,SC_Beach,0.197784397,0.8608328738923777,13.742938497538248,7.79565186379565,255.933207255794,258.56497680707986,0.29022653508909835,5.8049880751266985,POINT (-117.228371 33.0228),-117.27804413314084,33.01197998252161,0.055,374,1.009815,2.473679,High,0.534416,0.0472,1.038844,1.2974149466236852e-05
58,MB,SC_Beach,0.219062341,0.8608328738923777,13.742938497538248,7.79565186379565,255.933207255794,258.56497680707986,0.29022653508909835,5.8049880751266985,POINT (-117.228371 33.0228),-117.27804413314084,33.01197998252161,0.055,374,1.009815,2.473679,High,0.534416,0.0472,1.038844,1.2974149466236852e-05
59,BF,SC_Beach,0.218876902,0.8608328738923777,13.742938497538248,7.79565186379565,255.933207255794,258.56497680707986,0.29022653508909835,5.8049880751266985,POINT (-117.228371 33.0228),-117.27804413314084,33.01197998252161,0.055,374,1.009815,2.473679,High,0.534416,0.0472,1.038844,1.2974149466236852e-05
60,MB,SC_Beach,0.381217523,0.765155219266517,13.720219954073341,7.870909646957499,227.99288448776954,236.90442342206205,0.21992429618654577,4.399371184924715,POINT (-117.6124179 33.4270275),-117.6189614848279,33.42096289604989,0.065,578,0.825399,2.480865,High,1.018145,0.0696,1.041937,9.977633127587334e-05
61,BF,SC_Beach,1.55925905,0.765155219266517,13.720219954073341,7.870909646957499,227.99288448776954,236.90442342206205,0.21992429618654577,4.399371184924715,POINT (-117.6124179 33.4270275),-117.6189614848279,33.42096289604989,0.065,578,0.825399,2.480865,High,1.018145,0.0696,1.041937,9.977633127587334e-05
62,MB,SC_Beach,0.481433041,0.765155219266517,13.720219954073341,7.870909646957499,227.99288448776954,236.90442342206205,0.21992429618654577,4.399371184924715,POINT (-117.6124179 33.4270275),-117.6189614848279,33.42096289604989,0.065,578,0.825399,2.480865,High,1.018145,0.0696,1.041937,9.977633127587334e-05
63,BF,SC_Beach,1.043047569,0.765155219266517,13.720219954073341,7.870909646957499,227.99288448776954,236.90442342206205,0.21992429618654577,4.399371184924715,POINT (-117.6124179 33.4270275),-117.6189614848279,33.42096289604989,0.065,578,0.825399,2.480865,High,1.018145,0.0696,1.041937,9.977633127587334e-05
64,MB,SC_Beach,0.423081394,0.765155219266517,13.720219954073341,7.870909646957499,227.99288448776954,236.90442342206205,0.21992429618654577,4.399371184924715,POINT (-117.6124179 33.4270275),-117.6189614848279,33.42096289604989,0.065,578,0.825399,2.480865,High,1.018145,0.0696,1.041937,9.977633127587334e-05
65,BF,SC_Beach,0.813730356,0.765155219266517,13.720219954073341,7.870909646957499,227.99288448776954,236.90442342206205,0.21992429618654577,4.399371184924715,POINT (-117.6124179 33.4270275),-117.6189614848279,33.42096289604989,0.065,578,0.825399,2.480865,High,1.018145,0.0696,1.041937,9.977633127587334e-05
68,MB,SC_Beach,0.194680429,0.7976190850935458,14.049870845251439,7.9131797634690795,228.9063458200643,239.01881102128965,0.2411814459272849,4.82452169037018,POINT (-117.3505966 33.1580933),-117.35142513964853,33.15774067948491,0.07,396,1.009815,2.475991,High,0.955833,0.049,1.024118,2.8407564326271095e-05
69,BF,SC_Beach,0.162254224,0.7976190850935458,14.049870845251439,7.9131797634690795,228.9063458200643,239.01881102128965,0.2411814459272849,4.82452169037018,POINT (-117.3505966 33.1580933),-117.35142513964853,33.15774067948491,0.07,396,1.009815,2.475991,High,0.955833,0.049,1.024118,2.8407564326271095e-05
70,MB,SC_Beach,0.233959627,0.6538082631661094,12.969021750107022,6.893015694479124,221.56709361621867,229.80555288106737,0.1297265504816812,2.5952426468748557,POINT (-117.8413409 33.5753632),-117.84034034081772,33.57605323066716,0.07,649,0.825399,2.485209,Medium,2.490266,0.0492,1.430946,9.3116692910302e-05
71,BF,SC_Beach,0.233358295,0.6538082631661094,12.969021750107022,6.893015694479124,221.56709361621867,229.80555288106737,0.1297265504816812,2.5952426468748557,POINT (-117.8413409 33.5753632),-117.84034034081772,33.57605323066716,0.07,649,0.825399,2.485209,Medium,2.490266,0.0492,1.430946,9.3116692910302e-05
74,MB,SC_Beach,0.235265639,0.4718788719001896,13.503772172553493,6.7597573441020815,190.16311097107965,198.50785561911377,0.07182679326161871,1.4370817834439393,POINT (-120.2148716 34.4716558),-120.23901844387711,34.47024690057668,0.125,1586,1.595954,2.44302,Medium,1.387715,0.0586,1.04449,5.662221553096118e-06
75,BF,SC_Beach,0.224325272,0.4718788719001896,13.503772172553493,6.7597573441020815,190.16311097107965,198.50785561911377,0.07182679326161871,1.4370817834439393,POINT (-120.2148716 34.4716558),-120.23901844387711,34.47024690057668,0.125,1586,1.595954,2.44302,Medium,1.387715,0.0586,1.04449,5.662221553096118e-06
76,MB,SC_Beach,0.202061172,0.4255127632702166,12.522129688461108,8.432951475183105,206.05423076983735,206.6090062757501,0.05950923873778737,1.1902915068111033,POINT (-119.8562131 34.4115125),-119.85160531244104,34.40953216000086,0.07,1482,1.229692,2.452912,Medium,1.160437,0.0574,1.237038,7.719963797474846e-05
77,BF,SC_Beach,0.177921805,0.4255127632702166,12.522129688461108,8.432951475183105,206.05423076983735,206.6090062757501,0.05950923873778737,1.1902915068111033,POINT (-119.8562131 34.4115125),-119.85160531244104,34.40953216000086,0.07,1482,1.229692,2.452912,Medium,1.160437,0.0574,1.237038,7.719963797474846e-05
78,MB,SC_Beach,0.274294819,0.6239166275646838,13.461906008421712,7.444366994910689,215.93522051571722,222.41956609840582,0.13332843563023233,2.6673695804661013,POINT (-118.51142678550099 34.03816855),-118.51808224900336,34.02749517500783,0.075,1188,0.961056,2.498016,High,1.339422,0.0546,1.095145,7.676400095470855e-05
79,BF,SC_Beach,0.233862816,0.6239166275646838,13.461906008421712,7.444366994910689,215.93522051571722,222.41956609840582,0.13332843563023233,2.6673695804661013,POINT (-118.51142678550099 34.03816855),-118.51808224900336,34.02749517500783,0.075,1188,0.961056,2.498016,High,1.339422,0.0546,1.095145,7.676400095470855e-05
82,MB,SC_Beach,0.285286394,0.765155219266517,13.720219954073341,7.870909646957499,227.99288448776954,236.90442342206205,0.21992429618654577,4.399371184924715,POINT (-117.6124179 33.4270275),-117.6189614848279,33.42096289604989,0.065,578,0.825399,2.480865,High,1.018145,0.0696,1.041937,9.977633127587334e-05
83,BF,SC_Beach,5.019835222,0.765155219266517,13.720219954073341,7.870909646957499,227.99288448776954,236.90442342206205,0.21992429618654577,4.399371184924715,POINT (-117.6124179 33.4270275),-117.6189614848279,33.42096289604989,0.065,578,0.825399,2.480865,High,1.018145,0.0696,1.041937,9.977633127587334e-05
84,MB,SC_Beach,0.193243701,0.8608328738923777,13.742938497538248,7.79565186379565,255.933207255794,258.56497680707986,0.29022653508909835,5.8049880751266985,POINT (-117.228371 33.0228),-117.27804413314084,33.01197998252161,0.055,374,1.009815,2.473679,High,0.534416,0.0472,1.038844,1.2974149466236852e-05
85,BF,SC_Beach,0.209881505,0.8608328738923777,13.742938497538248,7.79565186379565,255.933207255794,258.56497680707986,0.29022653508909835,5.8049880751266985,POINT (-117.228371 33.0228),-117.27804413314084,33.01197998252161,0.055,374,1.009815,2.473679,High,0.534416,0.0472,1.038844,1.2974149466236852e-05
92,MB,SC_Beach,0.044197158,0.7976190850935458,14.049870845251439,7.9131797634690795,228.9063458200643,239.01881102128965,0.2411814459272849,4.82452169037018,POINT (-117.3505966 33.1580933),-117.35142513964853,33.15774067948491,0.07,396,1.009815,2.475991,High,0.955833,0.049,1.024118,2.8407564326271095e-05
93,BF,SC_Beach,0.044197158,0.7976190850935458,14.049870845251439,7.9131797634690795,228.9063458200643,239.01881102128965,0.2411814459272849,4.82452169037018,POINT (-117.3505966 33.1580933),-117.35142513964853,33.15774067948491,0.07,396,1.009815,2.475991,High,0.955833,0.049,1.024118,2.8407564326271095e-05
94,MB,SC_Beach,0.250092961,0.6538082631661094,12.969021750107022,6.893015694479124,221.56709361621867,229.80555288106737,0.1297265504816812,2.5952426468748557,POINT (-117.8413409 33.5753632),-117.84034034081772,33.57605323066716,0.07,649,0.825399,2.485209,Medium,2.490266,0.0492,1.430946,9.3116692910302e-05
95,BF,SC_Beach,0.21093852,0.6538082631661094,12.969021750107022,6.893015694479124,221.56709361621867,229.80555288106737,0.1297265504816812,2.5952426468748557,POINT (-117.8413409 33.5753632),-117.84034034081772,33.57605323066716,0.07,649,0.825399,2.485209,Medium,2.490266,0.0492,1.430946,9.3116692910302e-05
98,MB,SC_Beach,0.226061602,0.4718788719001896,13.503772172553493,6.7597573441020815,190.16311097107965,198.50785561911377,0.07182679326161871,1.4370817834439393,POINT (-120.2148716 34.4716558),-120.23901844387711,34.47024690057668,0.125,1586,1.595954,2.44302,Medium,1.387715,0.0586,1.04449,5.662221553096118e-06
99,BF,SC_Beach,0.210725649,0.4718788719001896,13.503772172553493,6.7597573441020815,190.16311097107965,198.50785561911377,0.07182679326161871,1.4370817834439393,POINT (-120.2148716 34.4716558),-120.23901844387711,34.47024690057668,0.125,1586,1.595954,2.44302,Medium,1.387715,0.0586,1.04449,5.662221553096118e-06
100,MB,SC_Beach,0.255694478,0.4255127632702166,12.522129688461108,8.432951475183105,206.05423076983735,206.6090062757501,0.05950923873778737,1.1902915068111033,POINT (-119.8562131 34.4115125),-119.85160531244104,34.40953216000086,0.07,1482,1.229692,2.452912,Medium,1.160437,0.0574,1.237038,7.719963797474846e-05
101,BF,SC_Beach,0.250610551,0.4255127632702166,12.522129688461108,8.432951475183105,206.05423076983735,206.6090062757501,0.05950923873778737,1.1902915068111033,POINT (-119.8562131 34.4115125),-119.85160531244104,34.40953216000086,0.07,1482,1.229692,2.452912,Medium,1.160437,0.0574,1.237038,7.719963797474846e-05
102,BF,SC_Beach,0.273163008,0.6239166275646838,13.461906008421712,7.444366994910689,215.93522051571722,222.41956609840582,0.13332843563023233,2.6673695804661013,POINT (-118.51142678550099 34.03816855),-118.51808224900336,34.02749517500783,0.075,1188,0.961056,2.498016,High,1.339422,0.0546,1.095145,7.676400095470855e-05
105,MB,SC_Beach,0.420576685,0.765155219266517,13.720219954073341,7.870909646957499,227.99288448776954,236.90442342206205,0.21992429618654577,4.399371184924715,POINT (-117.6124179 33.4270275),-117.6189614848279,33.42096289604989,0.065,578,0.825399,2.480865,High,1.018145,0.0696,1.041937,9.977633127587334e-05
106,BF,SC_Beach,1.942912168,0.765155219266517,13.720219954073341,7.870909646957499,227.99288448776954,236.90442342206205,0.21992429618654577,4.399371184924715,POINT (-117.6124179 33.4270275),-117.6189614848279,33.42096289604989,0.065,578,0.825399,2.480865,High,1.018145,0.0696,1.041937,9.977633127587334e-05
107,MB,SC_Beach,0.205783432,0.8608328738923777,13.742938497538248,7.79565186379565,255.933207255794,258.56497680707986,0.29022653508909835,5.8049880751266985,POINT (-117.228371 33.0228),-117.27804413314084,33.01197998252161,0.055,374,1.009815,2.473679,High,0.534416,0.0472,1.038844,1.2974149466236852e-05
108,BF,SC_Beach,0.258420283,0.8608328738923777,13.742938497538248,7.79565186379565,255.933207255794,258.56497680707986,0.29022653508909835,5.8049880751266985,POINT (-117.228371 33.0228),-117.27804413314084,33.01197998252161,0.055,374,1.009815,2.473679,High,0.534416,0.0472,1.038844,1.2974149466236852e-05
115,MB,SC_Beach,0.343884039,0.7976190850935458,14.049870845251439,7.9131797634690795,228.9063458200643,239.01881102128965,0.2411814459272849,4.82452169037018,POINT (-117.3505966 33.1580933),-117.35142513964853,33.15774067948491,0.07,396,1.009815,2.475991,High,0.955833,0.049,1.024118,2.8407564326271095e-05
116,BF,SC_Beach,0.222631108,0.7976190850935458,14.049870845251439,7.9131797634690795,228.9063458200643,239.01881102128965,0.2411814459272849,4.82452169037018,POINT (-117.3505966 33.1580933),-117.35142513964853,33.15774067948491,0.07,396,1.009815,2.475991,High,0.955833,0.049,1.024118,2.8407564326271095e-05
117,MB,SC_Beach,0.288896734,0.6538082631661094,12.969021750107022,6.893015694479124,221.56709361621867,229.80555288106737,0.1297265504816812,2.5952426468748557,POINT (-117.8413409 33.5753632),-117.84034034081772,33.57605323066716,0.07,649,0.825399,2.485209,Medium,2.490266,0.0492,1.430946,9.3116692910302e-05
118,BF,SC_Beach,0.257619126,0.6538082631661094,12.969021750107022,6.893015694479124,221.56709361621867,229.80555288106737,0.1297265504816812,2.5952426468748557,POINT (-117.8413409 33.5753632),-117.84034034081772,33.57605323066716,0.07,649,0.825399,2.485209,Medium,2.490266,0.0492,1.430946,9.3116692910302e-05
121,MB,SC_Beach,0.252452029,0.4718788719001896,13.503772172553493,6.7597573441020815,190.16311097107965,198.50785561911377,0.07182679326161871,1.4370817834439393,POINT (-120.2148716 34.4716558),-120.23901844387711,34.47024690057668,0.125,1586,1.595954,2.44302,Medium,1.387715,0.0586,1.04449,5.662221553096118e-06
122,BF,SC_Beach,0.265645733,0.4718788719001896,13.503772172553493,6.7597573441020815,190.16311097107965,198.50785561911377,0.07182679326161871,1.4370817834439393,POINT (-120.2148716 34.4716558),-120.23901844387711,34.47024690057668,0.125,1586,1.595954,2.44302,Medium,1.387715,0.0586,1.04449,5.662221553096118e-06
123,MB,SC_Beach,0.258697752,0.4255127632702166,12.522129688461108,8.432951475183105,206.05423076983735,206.6090062757501,0.05950923873778737,1.1902915068111033,POINT (-119.8562131 34.4115125),-119.85160531244104,34.40953216000086,0.07,1482,1.229692,2.452912,Medium,1.160437,0.0574,1.237038,7.719963797474846e-05
124,BF,SC_Beach,0.184811086,0.4255127632702166,12.522129688461108,8.432951475183105,206.05423076983735,206.6090062757501,0.05950923873778737,1.1902915068111033,POINT (-119.8562131 34.4115125),-119.85160531244104,34.40953216000086,0.07,1482,1.229692,2.452912,Medium,1.160437,0.0574,1.237038,7.719963797474846e-05
125,MB,SC_Beach,0.376006672,0.6239166275646838,13.461906008421712,7.444366994910689,215.93522051571722,222.41956609840582,0.13332843563023233,2.6673695804661013,POINT (-118.51142678550099 34.03816855),-118.51808224900336,34.02749517500783,0.075,1188,0.961056,2.498016,High,1.339422,0.0546,1.095145,7.676400095470855e-05
126,BF,SC_Beach,0.352326957,0.6239166275646838,13.461906008421712,7.444366994910689,215.93522051571722,222.41956609840582,0.13332843563023233,2.6673695804661013,POINT (-118.51142678550099 34.03816855),-118.51808224900336,34.02749517500783,0.075,1188,0.961056,2.498016,High,1.339422,0.0546,1.095145,7.676400095470855e-05
129,MB,SC_Beach,0.413521173,0.765155219266517,13.720219954073341,7.870909646957499,227.99288448776954,236.90442342206205,0.21992429618654577,4.399371184924715,POINT (-117.6124179 33.4270275),-117.6189614848279,33.42096289604989,0.065,578,0.825399,2.480865,High,1.018145,0.0696,1.041937,9.977633127587334e-05
130,BF,SC_Beach,0.2686817,0.765155219266517,13.720219954073341,7.870909646957499,227.99288448776954,236.90442342206205,0.21992429618654577,4.399371184924715,POINT (-117.6124179 33.4270275),-117.6189614848279,33.42096289604989,0.065,578,0.825399,2.480865,High,1.018145,0.0696,1.041937,9.977633127587334e-05
131,MB,SC_Beach,0.203460358,0.8608328738923777,13.742938497538248,7.79565186379565,255.933207255794,258.56497680707986,0.29022653508909835,5.8049880751266985,POINT (-117.228371 33.0228),-117.27804413314084,33.01197998252161,0.055,374,1.009815,2.473679,High,0.534416,0.0472,1.038844,1.2974149466236852e-05
132,BF,SC_Beach,0.206997577,0.8608328738923777,13.742938497538248,7.79565186379565,255.933207255794,258.56497680707986,0.29022653508909835,5.8049880751266985,POINT (-117.228371 33.0228),-117.27804413314084,33.01197998252161,0.055,374,1.009815,2.473679,High,0.534416,0.0472,1.038844,1.2974149466236852e-05
139,MB,SC_Beach,5.110490345,0.7976190850935458,14.049870845251439,7.9131797634690795,228.9063458200643,239.01881102128965,0.2411814459272849,4.82452169037018,POINT (-117.3505966 33.1580933),-117.35142513964853,33.15774067948491,0.07,396,1.009815,2.475991,High,0.955833,0.049,1.024118,2.8407564326271095e-05
140,BF,SC_Beach,0.232811996,0.7976190850935458,14.049870845251439,7.9131797634690795,228.9063458200643,239.01881102128965,0.2411814459272849,4.82452169037018,POINT (-117.3505966 33.1580933),-117.35142513964853,33.15774067948491,0.07,396,1.009815,2.475991,High,0.955833,0.049,1.024118,2.8407564326271095e-05
141,MB,SC_Beach,0.249445725,0.6538082631661094,12.969021750107022,6.893015694479124,221.56709361621867,229.80555288106737,0.1297265504816812,2.5952426468748557,POINT (-117.8413409 33.5753632),-117.84034034081772,33.57605323066716,0.07,649,0.825399,2.485209,Medium,2.490266,0.0492,1.430946,9.3116692910302e-05
142,BF,SC_Beach,0.2374017,0.6538082631661094,12.969021750107022,6.893015694479124,221.56709361621867,229.80555288106737,0.1297265504816812,2.5952426468748557,POINT (-117.8413409 33.5753632),-117.84034034081772,33.57605323066716,0.07,649,0.825399,2.485209,Medium,2.490266,0.0492,1.430946,9.3116692910302e-05
